ÇàÁ¤µ¿ÄÚµå,½Ã°£´ë±¸ºÐ,ÃÑ»ýÈ°ÀÎ±¸¼öÆò±Õ,60-64¼¼,65¼¼-69¼¼,70¼¼ÀÌ»ó
11200560,³·,19759.69642,571.2927508,417.2717553,620.4007236
11200570,³·,16605.08788,479.9830039,404.6404118,634.8900679
11200580,³·,10280.85637,298.0279176,255.7944303,386.3016872
11200590,³·,14550.51956,500.8362916,377.0939656,561.632676
11200615,³·,18700.38081,604.0767182,505.3597429,746.1227453
11200620,³·,11687.61926,399.0843896,328.2096795,491.720786
11200645,³·,27933.37116,912.1630694,746.8385339,1181.697835
11200650,³·,21080.56669,681.2476563,402.642113,525.1124388
11200660,³·,25351.19509,660.6397999,425.3033398,617.0888135
11200670,³·,21284.56051,748.0700899,431.187876,522.7267613
11200690,³·,44141.74728,1130.580376,642.6627671,830.1185789
11200720,³·,10298.74173,328.9551433,213.6096651,281.1854049
11200790,³·,20613.31376,715.6502494,490.8356213,724.4059619
11215710,³·,33896.98977,718.2960058,519.6896003,664.1360661
11215730,³·,19539.94887,504.0849892,364.4961983,500.1244338
11215740,³·,15325.68317,528.6101745,391.3619199,531.5447815
11215750,³·,15781.6212,505.4653223,389.0903006,535.2632337
11215760,³·,15038.2508,546.7050559,417.7121185,623.4223965
11215770,³·,23925.35029,887.0315104,638.9994428,943.8408396
11215780,³·,17115.39366,502.7374606,372.6951892,539.4001381
11215810,³·,37023.71274,1007.59784,742.4350643,1102.11286
11215820,³·,24232.24872,764.5628047,552.7830889,746.6618179
11215830,³·,19517.10396,683.4208439,486.7328197,673.8984974
11215840,³·,22630.64392,722.8806146,510.4256055,741.7251651
11215847,³·,25468.18834,902.331239,640.0143698,872.8538086
11215850,³·,20822.45121,623.3195488,420.828277,639.2530858
11215860,³·,20095.48759,669.103264,496.1910552,769.3593386
11215870,³·,32706.59961,1028.700705,686.8337981,967.5227875
11230536,³·,46654.49343,1753.81853,1250.397027,1944.398761
11230545,³·,33077.80334,1308.698933,1098.204274,1835.365927
11230560,³·,32610.07579,1115.473723,874.4565997,1412.015198
11230570,³·,16265.41662,495.5416342,380.511034,591.1566528
11230600,³·,21608.15715,726.5327788,520.5959266,770.067308
11230610,³·,22610.81186,877.9804714,604.9965164,926.3912047
11230650,³·,33864.48816,1274.113063,843.0492339,1162.241728
11230660,³·,27512.35631,864.3223762,665.1627004,978.9893561
11230705,³·,20095.08665,833.1236448,680.3062689,1053.415304
11230710,³·,22781.48026,515.1286654,441.8498175,697.7717012
11230720,³·,16109.98684,465.3177467,381.4616668,590.6615853
11230730,³·,18417.44851,536.9940746,448.0670981,686.7655378
11230740,³·,22335.32819,512.9278862,388.0336259,619.4362876
11230750,³·,13868.25013,424.5367177,373.2770939,631.0781107
11260520,³·,19845.45791,721.6666608,503.8989976,802.2691862
11260540,³·,15146.14123,566.4307167,458.0429056,654.2906214
11260550,³·,9938.407306,372.5371277,271.7728712,384.6017401
11260565,³·,26546.09659,990.3487518,700.7555365,1074.169419
11260570,³·,18323.15247,701.3644641,564.0295609,799.3271694
11260575,³·,19078.55945,688.572021,513.4487115,773.7156435
11260580,³·,17760.09523,626.337037,426.21027,632.1247993
11260590,³·,23487.78305,889.4324854,623.9301081,884.7030866
11260600,³·,15274.90764,500.8466489,420.2719237,609.3158194
11260610,³·,24596.45939,965.2477843,780.8883484,1231.653278
11260620,³·,23936.91258,862.4487444,615.7173344,978.5377849
11260630,³·,16428.58989,626.9149057,493.4816969,745.3694908
11260655,³·,36330.28033,1466.363946,1085.126132,1593.305688
11260660,³·,11377.64293,457.9671528,333.0058041,481.7674639
11260680,³·,31533.31025,1101.803572,764.1429616,1085.079782
11260690,³·,18206.87817,653.1279743,475.5159796,759.7826345
11290525,³·,20920.90603,685.6894824,521.2938157,788.3277661
11290555,³·,25678.1743,709.7891856,506.2506103,759.2628101
11290575,³·,25437.22444,602.670505,443.7089863,734.2979211
11290580,³·,12232.93606,397.7231025,358.1045341,527.6604739
11290590,³·,12890.61608,391.4354501,287.7723512,429.617713
11290600,³·,29217.06692,641.276039,504.6008024,748.4707675
11290610,³·,14651.75177,485.8536138,356.6374781,513.943563
11290620,³·,13378.5981,393.4553383,313.6811794,501.1029558
11290630,³·,18866.18315,614.8988319,509.7668144,786.5085992
11290640,³·,15715.89026,447.1311256,322.8455685,508.8406598
11290650,³·,16891.18705,578.6361339,489.1116859,787.4130142
11290660,³·,31213.00918,783.8433552,599.9869008,956.0283368
11290685,³·,17021.91671,546.3920478,451.2523687,679.2253813
11290705,³·,35949.32658,1097.962517,829.8165413,1263.7327
11290715,³·,22326.56919,669.165754,541.8589225,784.2458161
11290725,³·,23587.70021,748.2330386,583.2943687,853.4902821
11290760,³·,14711.28328,532.2644634,418.3587709,619.9271427
11290770,³·,12785.00322,502.9311337,390.0703507,585.8931059
11290780,³·,7785.353506,293.1341371,224.3331262,332.5714283
11290810,³·,27810.68109,982.9496134,775.2722069,1235.647297
11305534,³·,21326.55172,729.0180337,592.3017741,1016.573763
11305535,³·,22736.89451,899.0921242,691.4872821,1111.475987
11305545,³·,33709.19121,1143.281312,913.8836585,1478.765989
11305555,³·,26398.14605,945.288336,758.7829745,1273.403075
11305575,³·,20558.20161,536.8027595,481.8086005,752.6989147
11305590,³·,18365.11938,636.1676723,481.2677433,765.8543938
11305600,³·,12054.91303,438.4530256,377.4755559,609.2880368
11305606,³·,14016.32598,509.0508863,435.7671957,734.8003745
11305610,³·,17258.21717,653.7499286,509.3731811,818.34524
11305620,³·,18276.27608,673.4040328,584.5302742,944.0716587
11305630,³·,27680.06209,997.2423931,741.2595178,1186.74311
11305645,³·,18212.5382,710.3759203,565.6767754,942.6745048
11305660,³·,27130.6314,954.5980728,777.2688955,1310.784475
11320511,³·,20634.52181,753.4852297,559.8281773,903.5457598
11320512,³·,25289.2212,924.7075001,668.8385934,1064.560379
11320513,³·,11243.18991,427.4361307,298.1177586,483.8718546
11320514,³·,30377.55193,1118.79406,850.5783162,1366.573684
11320515,³·,20563.26199,782.7329995,589.9294639,856.6472733
11320521,³·,18321.54794,860.6946523,718.2246176,1228.683584
11320522,³·,18838.58104,788.9121043,623.5610482,993.2336396
11320660,³·,16130.3128,599.2543688,467.4409796,741.2840921
11320670,³·,17040.27586,672.8251456,486.4267972,741.6212081
11320680,³·,14908.98375,534.4354885,393.4395034,622.1708503
11320681,³·,12668.68115,444.9115506,331.7987255,503.9347876
11320690,³·,24816.64557,970.4719017,763.5302492,1127.322085
11320700,³·,11734.50604,480.8853202,379.5303381,595.4240417
11320710,³·,18522.3003,732.7871872,565.6177584,887.133543
11350560,³·,23691.95015,763.8486614,606.0524083,899.0991976
11350570,³·,18662.45348,606.3983856,541.010837,861.1067259
11350580,³·,24302.06562,855.0773236,678.6766218,1055.651751
11350595,³·,41907.74139,1479.074337,1167.824517,1632.706578
11350600,³·,41738.5747,1179.537675,821.1620514,1206.552281
11350611,³·,25696.61084,818.0794869,648.5333663,866.5506287
11350612,³·,15436.82771,518.171362,379.5240836,544.1555175
11350619,³·,21777.80223,483.4189793,328.7426065,484.0963308
11350621,³·,22314.28944,503.7644645,384.7210959,537.1398055
11350624,³·,17924.14812,541.2569642,447.7397089,722.4828611
11350625,³·,33654.89462,1042.38652,822.2203807,1260.106064
11350630,³·,37068.66927,1471.651974,1098.054187,1652.609355
11350640,³·,29658.76147,1036.930491,779.0530076,1081.068638
11350665,³·,19626.96544,840.0369676,651.1286604,1090.636899
11350670,³·,20135.05386,768.93336,607.0188535,903.9813214
11350695,³·,47041.40603,1520.215719,1114.465451,1628.446481
11350700,³·,15036.33703,441.9798389,358.5804801,509.8941775
11350710,³·,15077.0352,511.6471394,384.541731,550.9103778
11350720,³·,16309.40206,549.2601228,400.3936036,567.5319478
11380510,³·,31420.43426,1135.543228,844.1479115,1272.562008
11380520,³·,32129.84876,1192.028459,918.8974032,1552.418803
11380530,³·,19693.9656,743.4371886,551.286659,883.7436803
11380551,³·,23470.20237,856.7162087,639.3045221,1000.931071
11380552,³·,21656.09332,664.7808777,508.1558509,764.7003688
11380560,³·,25219.65715,790.1622352,615.7626405,979.0100143
11380570,³·,31134.0088,1111.74923,834.9206422,1253.553092
11380580,³·,23701.37948,735.3966711,530.5201695,829.3347796
11380590,³·,15511.76788,440.1255903,322.4638685,483.5795783
11380600,³·,21724.46877,764.9722322,596.9797923,945.752523
11380625,³·,38876.49555,1201.415535,906.8738146,1407.879767
11380631,³·,21638.23453,726.0372283,545.8719555,841.8603746
11380632,³·,14040.33241,482.2119783,391.3544164,630.5117683
11380640,³·,11844.20709,428.2355211,340.7657441,543.7502425
11380650,³·,11646.9006,411.7598588,275.3781678,425.7499383
11380690,³·,60640.26661,1864.022105,1415.48083,2111.705953
11410520,³·,17400.04234,566.5217847,424.7130587,682.9533446
11410555,³·,40172.78655,1001.549124,652.1744974,915.1804786
11410565,³·,46657.00663,1157.08207,758.2695792,1129.192509
11410585,³·,58832.15771,1271.397362,837.0419996,1287.229877
11410615,³·,37508.32897,1018.731027,739.7019603,1150.149593
11410620,³·,22141.59843,805.9735564,585.568099,903.2699
11410640,³·,15931.50675,590.0386831,471.466065,767.182815
11410655,³·,7910.780359,294.3648927,208.5533644,316.533152
11410660,³·,12300.78077,461.0245048,340.8624349,540.1105296
11410685,³·,25219.59145,846.892234,601.9211149,961.7736743
11410690,³·,14448.37241,398.2909864,287.850891,458.1857558
11410700,³·,17676.06549,507.2634785,384.8407177,615.2280167
11410710,³·,13200.68011,402.6701996,283.9613357,469.0328536
11410720,³·,32341.18791,1032.739543,809.1157028,1273.37077
11440555,³·,28916.81669,870.5460377,548.0430489,725.875735
11440565,³·,36871.28531,1073.39522,755.1660566,1055.186826
11440585,³·,22019.5502,699.9817656,508.0959578,744.2951958
11440590,³·,28654.71118,763.3724046,553.6140573,762.7277248
11440600,³·,22879.72447,537.1447438,380.3349665,557.5534048
11440610,³·,13482.04352,341.4528236,228.00192,316.7755674
11440630,³·,17421.66223,475.7595524,316.1313618,493.9276241
11440655,³·,26687.14461,661.8414278,436.1478023,675.3507905
11440660,³·,75866.50114,1446.166921,920.7009146,1461.230503
11440680,³·,23551.84497,600.172838,414.5899134,607.9340899
11440690,³·,17097.91014,445.9604344,354.061049,535.6361292
11440700,³·,16544.22878,445.415924,341.5222892,548.68349
11440710,³·,18576.45939,417.258527,273.0182907,436.8764327
11440720,³·,21649.44506,536.834504,411.6371606,614.0053067
11440730,³·,33587.72644,936.9042683,759.7224624,1164.048506
11440740,³·,57505.42836,1197.744238,805.2565042,1076.038607
11470510,³·,51097.40386,1300.518298,930.232887,1184.935275
11470520,³·,20142.54125,633.316722,472.1078559,643.0218816
11470530,³·,19643.94997,690.0228903,498.0014343,688.4808681
11470540,³·,16795.11223,481.981266,345.4618113,492.8882175
11470550,³·,39037.93243,1002.179337,742.4806076,1046.541445
11470560,³·,13757.49676,571.9299276,435.0209401,618.3504281
11470570,³·,13906.73917,489.9641684,385.7361798,570.2586512
11470580,³·,13138.94484,547.2446044,366.9491672,543.4963228
11470590,³·,10995.6055,386.380462,313.5952314,443.4075995
11470600,³·,10901.1674,377.8240297,274.0020554,411.3700619
11470610,³·,6184.190755,227.5379984,173.264943,240.5641768
11470611,³·,15105.18558,590.1606289,437.9433,664.0941448
11470620,³·,17156.38338,506.5198059,387.4115874,543.1537645
11470630,³·,13622.92554,384.8701152,304.273617,408.1490677
11470640,³·,35290.51954,1158.420356,902.5241477,1292.83457
11470650,³·,31665.22008,1004.898138,784.2310566,1155.20951
11470670,³·,17402.30659,474.9958636,351.5323706,496.4447264
11470680,³·,23360.67894,726.8726061,596.8790516,876.0481468
11500510,³·,29957.28657,893.0965727,616.6968511,770.0319433
11500520,³·,20452.93171,613.1545489,414.8108256,596.8719994
11500530,³·,14487.966,467.2473797,359.8488323,493.8919105
11500535,³·,37773.64571,1246.686306,907.4216711,1386.440614
11500540,³·,46487.17986,1567.829491,1252.362935,1865.587223
11500550,³·,11663.68219,360.0900755,288.2627818,410.9567019
11500560,³·,16102.89741,613.4357098,494.648558,667.0302405
11500570,³·,16104.55046,517.8319385,406.5067087,676.9678548
11500590,³·,25255.54189,771.0967626,686.3245848,989.7889109
11500591,³·,19660.42559,701.6329584,521.8130953,765.2426624
11500593,³·,24099.29488,788.8410461,640.9080974,1007.530774
11500603,³·,47272.28552,1272.639385,796.344816,1033.929374
11500604,³·,16000.43668,700.2851704,550.4201869,790.0061546
11500605,³·,10726.2425,362.2703229,279.8300341,392.696929
11500611,³·,37332.22351,968.7945872,669.6303105,982.6337221
11500615,³·,35779.75458,1069.830242,838.4187304,1129.521672
11500620,³·,36927.95099,1057.836402,714.785439,1022.289329
11500630,³·,32390.91503,1053.005505,801.7361894,1114.091045
11500640,³·,27883.24081,1011.388226,740.0285066,1088.226508
11500641,³·,16782.7263,633.7166709,485.1080268,689.6454709
11530510,³·,33550.43423,986.2720086,787.8382613,1003.413253
11530520,³·,15975.22887,491.5524944,357.7652424,473.8164548
11530530,³·,37568.70832,1432.784329,1004.873887,1349.22044
11530540,³·,54326.94574,1107.106563,726.5149267,927.5576619
11530550,³·,14848.70443,582.8365741,436.5028658,623.5683132
11530560,³·,32632.16099,1093.285814,753.9938789,1012.00562
11530595,³·,10150.90874,352.1426692,218.1943609,290.5736409
11530720,³·,21809.21145,775.008441,575.7974186,803.4009272
11530730,³·,16375.80398,581.5430479,446.0492324,694.396779
11530740,³·,25855.68705,975.4618294,746.2659466,1110.402635
11530750,³·,21243.39782,763.948201,649.8065842,986.7990867
11530760,³·,14033.4108,520.5088886,422.4423355,628.5878325
11530770,³·,14376.71056,502.5178327,394.7835421,630.8066749
11530780,³·,46486.0483,1388.29677,1104.325994,1757.946583
11530790,³·,21086.67662,730.6616363,533.4013692,789.5131884
11545510,³·,85889.46664,1868.785877,999.3200278,1120.291294
11545610,³·,36213.9722,1165.502267,816.3746855,1112.002344
11545620,³·,12409.95787,486.3069739,369.7577164,527.3744011
11545630,³·,19410.23994,759.2910338,583.7432287,729.8047947
11545640,³·,10689.71517,429.287681,313.030661,421.9149832
11545670,³·,28484.0482,1044.519617,807.4038685,1176.200922
11545680,³·,14794.52743,516.8853673,442.4594725,664.5368983
11545690,³·,10248.87635,431.8504105,300.6930103,382.8542338
11545700,³·,10697.92961,372.7805221,336.3944022,493.6339406
11545710,³·,10702.89076,412.9138209,336.0000235,531.8619886
11560515,³·,18396.43849,663.1855534,468.9459279,697.3578066
11560535,³·,57908.65763,1759.955244,1212.109652,1583.487954
11560540,³·,123849.9161,2466.680015,1646.934992,2466.807906
11560550,³·,24243.02164,775.859342,569.5772159,803.941492
11560560,³·,37162.38322,986.5154454,733.861209,1051.201283
11560585,³·,12385.16392,445.5399937,340.339955,460.5451363
11560605,³·,48177.10987,1425.384752,1039.27062,1528.285484
11560610,³·,21736.14452,575.6558849,439.5266467,632.2514097
11560620,³·,31901.64569,890.3804246,558.4501387,732.5205956
11560630,³·,16827.8565,588.0754999,445.4914196,680.9472308
11560650,³·,11853.773,456.7587035,345.4098272,458.3452456
11560660,³·,6458.077902,258.3323245,198.8646411,284.9188337
11560670,³·,6507.828249,252.3969115,192.5520515,260.9276829
11560680,³·,18029.35492,589.5649011,446.2539704,627.6014395
11560690,³·,12536.39728,383.5175865,259.1784403,387.9785408
11560700,³·,17201.93996,643.4852445,500.6298561,741.8257308
11560710,³·,14933.48923,611.9259839,451.0667233,561.7145413
11560720,³·,23098.11904,948.3590238,636.0619522,823.615607
11590510,³·,38090.27115,881.0922184,696.1162954,1076.749804
11590520,³·,18442.87471,612.640666,443.681375,673.8964565
11590530,³·,40515.20929,1165.441657,915.0907257,1422.392534
11590540,³·,21489.91767,673.6917657,547.7302638,859.7400717
11590550,³·,16270.35436,520.1285731,413.2331442,650.7311037
11590560,³·,20393.86591,651.8024678,525.5208641,816.9012348
11590605,³·,31612.01386,988.6182071,700.3346908,1033.328901
11590620,³·,23472.45991,820.4709327,623.41184,937.3027857
11590630,³·,29904.92139,1070.619988,879.8355679,1293.820538
11590640,³·,17541.74781,636.2271715,507.4506944,787.777065
11590650,³·,11026.67939,377.5334348,310.700321,443.0164956
11590651,³·,10014.18805,315.8449817,254.2006029,383.9793095
11590660,³·,37565.44099,1033.225031,813.1416816,1230.560107
11590670,³·,15034.05067,493.5632374,396.0757256,557.4470939
11590680,³·,26753.48613,752.548288,592.6824719,958.5857203
11620525,³·,19024.74718,537.5667021,437.7663741,679.6556086
11620545,³·,8787.619558,279.5154033,228.4258776,359.8866201
11620565,³·,23375.00527,672.7647396,578.4258849,886.6265293
11620575,³·,21099.22079,547.7831701,474.44754,761.5185517
11620585,³·,24046.11586,496.340472,389.2154347,616.181945
11620595,³·,34257.93317,910.9220652,741.8132326,1140.231351
11620605,³·,24793.85016,798.7469748,651.5994082,991.1562796
11620615,³·,16225.61444,460.3400387,385.3344972,582.6793624
11620625,³·,20545.07294,560.9153671,488.4306497,757.6419132
11620630,³·,21917.70851,733.4010786,566.8839976,883.6325936
11620645,³·,20713.56039,552.9964637,453.306248,701.2402951
11620655,³·,13352.30564,377.8383856,333.5044159,534.7471628
11620665,³·,15801.64567,400.0252934,334.1054755,539.2123119
11620685,³·,18438.20898,548.5794234,469.0425026,753.0061955
11620695,³·,24897.5699,617.6067441,479.1650547,733.5353077
11620715,³·,9397.645262,296.7679836,259.430404,392.3523178
11620725,³·,27643.93615,890.9633325,628.9486648,884.2160506
11620735,³·,36897.43798,799.0840866,566.2378916,892.5879041
11620745,³·,20347.90196,700.1831555,648.0295378,1083.524325
11620765,³·,20403.94746,655.6990005,527.3373154,808.4667713
11620775,³·,16331.64239,570.9539215,437.9929488,712.2269756
11650510,³·,35145.00466,928.6333972,732.2382139,1010.119704
11650520,³·,54359.15474,1181.439254,808.3303716,1075.516366
11650530,³·,83718.64412,2217.069621,1563.615808,2186.428799
11650531,³·,47035.83563,1069.607438,762.6682444,1040.301877
11650540,³·,37006.54223,960.6003955,700.0591146,959.3612937
11650550,³·,9265.569012,273.3749129,233.8686435,359.4386521
11650560,³·,35564.71901,867.598462,614.9981781,844.3223369
11650570,³·,17955.12642,477.6036073,381.0047673,529.5519756
11650580,³·,20841.92704,689.2942458,489.4400587,689.4307955
11650581,³·,49885.89449,1459.965953,1115.202848,1509.781052
11650590,³·,23290.32897,706.9151046,537.6522534,879.1956948
11650600,³·,21030.3975,656.454767,510.392246,702.2669072
11650610,³·,24518.26906,834.9345451,635.3178415,906.5769809
11650620,³·,19740.59667,669.2470687,523.498563,716.4880703
11650621,³·,25620.81317,802.5986108,595.5557506,921.6768324
11650651,³·,57696.15198,1568.421949,1195.441373,1552.713505
11650652,³·,48515.40021,1473.807166,1042.494506,1231.486685
11650660,³·,28267.17839,906.363477,679.1770117,931.114787
11680510,³·,45423.66333,1059.060387,765.0765639,1094.863417
11680521,³·,50374.8695,1043.519461,797.9058242,1047.035225
11680531,³·,56928.42634,1115.614639,809.0688517,1143.442449
11680545,³·,53328.18493,1270.47664,984.7462784,1406.401227
11680565,³·,53616.51642,1402.269063,990.3748804,1248.565252
11680580,³·,56580.32028,1217.650773,790.8741877,969.3534745
11680590,³·,46687.85856,974.2597629,723.5389695,1003.014864
11680600,³·,28586.70147,586.964222,484.0802409,667.3476149
11680610,³·,63711.0671,1395.469835,1064.245375,1364.41048
11680630,³·,42495.88068,782.7301522,546.0303839,746.6255052
11680640,³·,136016.1899,2690.409055,1808.696119,2315.697661
11680650,³·,61458.00356,1343.054881,953.121743,1300.389538
11680655,³·,29842.01126,886.8643533,674.988593,858.2488059
11680656,³·,33803.05152,907.1894921,742.5691789,1016.491947
11680660,³·,8331.739401,304.5445696,262.482134,335.370508
11680670,³·,21701.24234,797.7573843,638.4328537,834.0446079
11680690,³·,17496.93702,593.0465699,454.6877882,544.1433074
11680700,³·,43043.76572,1252.198523,961.045493,1343.245092
11680720,³·,26636.0306,932.8727558,760.8417807,1035.685578
11680730,³·,17206.50155,681.0068558,539.076765,699.6753722
11680740,³·,14862.4834,498.7813412,416.5925992,545.0572315
11680750,³·,27688.77193,1065.686688,855.4816922,1210.844705
11710510,³·,15155.86029,636.4270502,445.8278769,626.8893266
11710520,³·,41483.42631,1429.888007,1059.925113,1484.707637
11710531,³·,12181.89388,466.9344595,359.677655,496.9344545
11710532,³·,12750.3518,465.8351066,379.4753134,541.9378163
11710540,³·,10853.98338,428.3480839,365.2147103,500.7220003
11710550,³·,15929.8248,718.5716515,545.3972206,712.4435016
11710561,³·,16982.51211,528.1912827,417.5566315,564.7465244
11710562,³·,33723.99936,1050.801335,703.5115147,915.7789552
11710566,³·,20963.41326,758.8306243,609.5009152,880.3701153
11710570,³·,36979.30333,1325.461902,1019.928235,1314.05858
11710580,³·,27062.14136,822.6476383,606.9560403,821.1375425
11710590,³·,18848.83035,624.039977,481.6361789,618.1302318
11710600,³·,32082.07654,1008.061911,753.0835652,1017.672565
11710610,³·,27121.00209,769.9074334,600.3253791,798.705867
11710620,³·,36559.77379,1275.795415,829.1551317,1055.537738
11710631,³·,27017.22487,1094.9627,789.747707,988.0875532
11710632,³·,26526.47614,950.8018751,694.9161953,918.908517
11710641,³·,20351.8979,682.144701,483.5891636,609.7952904
11710642,³·,51836.66312,1392.066601,907.4130095,1108.195493
11710646,³·,30764.83537,970.4128363,748.076375,913.9740126
11710647,³·,33211.34876,831.6838153,603.4097357,698.0507442
11710650,³·,33281.40095,931.6592349,723.0294252,1064.081697
11710670,³·,34373.34827,870.419969,714.0249724,1004.474663
11710680,³·,39928.3915,1194.971748,927.0387367,1248.399188
11710690,³·,19447.82969,570.2457914,462.1968178,641.8639846
11710710,³·,49747.28045,1307.100174,980.9964929,1287.90347
11710720,³·,9295.944749,286.9661431,292.6009303,427.4263891
11740515,³·,43681.0281,1252.518945,927.2559877,1388.163891
11740520,³·,32847.72279,1215.171335,892.6479689,1166.541563
11740530,³·,27227.17069,1043.626856,805.0819008,1025.920022
11740540,³·,16436.53692,569.2047333,440.8647185,542.2876366
11740550,³·,21869.02472,657.9293347,490.9985401,628.0852959
11740560,³·,21898.13428,800.8221594,603.5949279,867.3062897
11740570,³·,24094.71206,845.7915406,668.7570816,917.3157576
11740580,³·,13800.95516,501.8340461,368.4478498,525.4622012
11740590,³·,15287.78089,502.4677646,381.7628536,510.6806235
11740600,³·,27168.75884,987.0093298,744.188585,1038.981548
11740610,³·,44238.84418,1718.410455,1270.885034,1793.74504
11740620,³·,26891.07486,1002.266029,739.9279184,1063.968055
11740640,³·,25091.98244,794.4244156,640.5351932,940.8038095
11740650,³·,24440.34116,899.5765722,710.83597,1040.864013
11740660,³·,25525.92204,902.3286023,668.5052215,959.2476485
11740685,³·,48836.09213,1918.653431,1459.897705,2038.512881
11740690,³·,6922.856975,250.8302131,178.0473922,260.7216522
11740700,³·,25874.7405,946.084001,792.8364532,1425.001564
11110515,Àú³á,15250.20679,393.3091073,293.7241493,479.0309918
11110530,Àú³á,26504.68646,706.7325787,442.9571387,701.4819847
11110540,Àú³á,5702.196705,152.3712532,121.184888,158.5165122
11110550,Àú³á,14446.12691,533.5578683,380.1732748,595.6846664
11110560,Àú³á,18771.76626,738.0863659,543.5335741,829.887327
11110570,Àú³á,6266.995065,221.2484071,167.4297267,269.852487
11110580,Àú³á,6482.393916,208.8160988,151.8705236,222.5677947
11110600,Àú³á,6595.462173,158.1025116,118.1846766,189.3323043
11110615,Àú³á,66993.21596,1921.600455,1269.675467,1859.512003
11110630,Àú³á,17710.38328,755.8682141,490.5654097,685.7016768
11110640,Àú³á,23601.29542,545.5623468,431.1036652,636.0985397
11110650,Àú³á,30657.91514,604.4035835,455.0542819,746.3396116
11110670,Àú³á,9150.125197,413.9080445,292.3465228,393.8541662
11110680,Àú³á,9194.312302,420.615126,298.1612474,395.3484596
11110690,Àú³á,4393.681777,146.057811,113.785483,181.4858371
11110700,Àú³á,8545.51922,316.5406679,242.1691502,345.8762806
11110710,Àú³á,12898.9972,488.8811587,372.1096218,525.8978926
11140520,Àú³á,25576.69228,543.092504,296.6784437,369.1191714
11140540,Àú³á,23919.95787,693.6053445,419.6522737,574.3386112
11140550,Àú³á,32868.55751,647.1486145,396.2117988,489.0407621
11140570,Àú³á,11355.96962,309.2957755,183.025968,233.1062592
11140580,Àú³á,10342.53102,289.7599184,212.8045442,303.1342926
11140590,Àú³á,23303.49988,707.2828089,474.343809,586.5743718
11140605,Àú³á,17609.38058,647.6399249,414.7758562,624.5408446
11140615,Àú³á,20980.63106,658.8157927,428.2681145,562.5988094
11140625,Àú³á,15396.28522,512.8404436,401.4879161,583.5248055
11140635,Àú³á,16069.31265,622.6329143,500.1244163,793.4360457
11140645,Àú³á,10910.45312,351.2596755,259.3970292,442.0391101
11140650,Àú³á,12109.89503,429.5029657,316.5971883,413.035503
11140665,Àú³á,10262.57836,374.0450681,264.5076527,357.5769354
11140670,Àú³á,13129.1375,442.6795903,326.321483,473.9267285
11140680,Àú³á,9103.948349,259.5632539,187.434094,271.3610638
11170510,Àú³á,13480.30229,469.1125872,308.4462917,436.4667616
11170520,Àú³á,11993.54211,355.3358349,255.6603555,407.7956203
11170530,Àú³á,15785.84983,469.6068306,295.4571333,415.5114352
11170555,Àú³á,22704.05791,609.3739092,452.9548147,651.529648
11170560,Àú³á,20759.66284,557.7928378,382.9376773,567.6183329
11170570,Àú³á,12074.06687,373.6310346,317.4407342,443.2594066
11170580,Àú³á,11130.69464,332.561293,232.8391804,377.3683678
11170590,Àú³á,8563.984464,294.0710159,225.366133,325.7383091
11170625,Àú³á,49596.83269,1176.333034,755.6902995,1086.395912
11170630,Àú³á,27603.64422,933.2372282,623.1867091,937.5244375
11170640,Àú³á,7539.874532,279.1081413,201.1654346,276.9422044
11170650,Àú³á,11793.01415,290.960523,197.1287751,307.4151298
11170660,Àú³á,11736.18878,309.717741,224.9988273,369.8371245
11170685,Àú³á,35436.86066,846.3280892,631.4931801,868.3258584
11170690,Àú³á,17725.99368,561.0209078,419.2918883,616.1599243
11170700,Àú³á,10172.63394,356.9995867,255.8273038,343.7442489
11200520,Àú³á,15113.54678,472.9571586,351.830461,504.7022998
11200535,Àú³á,26672.18134,798.8896488,550.6841068,776.4113618
11200540,Àú³á,22269.39757,743.0414539,562.1601239,827.9644731
11200550,Àú³á,23269.02992,463.8437178,326.4895536,486.5510875
11200560,Àú³á,22582.73226,578.4603949,406.8758432,582.1112027
11200570,Àú³á,18347.15036,543.3775603,447.8868459,701.2155582
11200580,Àú³á,10796.23344,333.8269128,279.3663223,418.4896361
11200590,Àú³á,16176.52589,578.6103761,432.6174491,625.0481449
11200615,Àú³á,20795.45312,684.692677,562.5821477,819.969188
11200620,Àú³á,12939.78663,425.9440762,351.9609909,514.8666372
11200645,Àú³á,31026.37893,989.674181,762.6174125,1169.790969
11200650,Àú³á,19565.79336,628.3578675,376.3971047,493.6072889
11200660,Àú³á,23494.32148,617.9467915,393.8722587,580.7763027
11200670,Àú³á,19488.09355,737.113705,426.3565502,513.3032361
11200690,Àú³á,33072.62459,841.8564786,477.1358403,678.0028866
11200720,Àú³á,9448.729584,315.1468781,199.2836023,282.9029988
11200790,Àú³á,20496.92774,686.5426133,478.5812558,706.0871885
11215710,Àú³á,38232.67286,689.8423442,508.3982211,643.7324659
11215730,Àú³á,20195.63508,523.9907097,377.0731186,521.7000657
11215740,Àú³á,16620.5812,583.5410721,423.5034302,568.5602179
11215750,Àú³á,16385.56397,537.4898929,410.7219653,554.7485218
11215760,Àú³á,16605.99337,610.174578,467.3517003,687.9774854
11215770,Àú³á,25309.9908,973.1958601,714.8248901,1039.805275
11215780,Àú³á,16771.22895,502.062015,366.1025807,521.2339324
11215810,Àú³á,37616.77148,1034.548596,735.5452888,1078.623999
