ÇàÁ¤µ¿ÄÚµå,½Ã°£´ë±¸ºÐ,ÃÑ»ýÈ°ÀÎ±¸¼öÆò±Õ,60-64¼¼,65¼¼-69¼¼,70¼¼ÀÌ»ó
11260575,¾ÆÄ§,20988.53525,743.0364495,552.2544509,813.0257909
11260580,¾ÆÄ§,19708.67044,705.219143,440.3629958,661.7625442
11260590,¾ÆÄ§,22258.64943,719.2729619,538.0649646,774.7543982
11260600,¾ÆÄ§,18649.67772,628.994212,502.1144781,723.8533737
11260610,¾ÆÄ§,27963.91442,1032.365618,827.490461,1323.025109
11260620,¾ÆÄ§,28632.48221,1018.368921,708.6821724,1132.412661
11260630,¾ÆÄ§,18786.45174,668.1330671,529.5307962,787.4760928
11260655,¾ÆÄ§,35443.39341,1394.847282,1019.937765,1480.12636
11260660,¾ÆÄ§,13971.58843,553.5201149,394.7225512,578.48852
11260680,¾ÆÄ§,36615.00979,1314.098372,874.822363,1206.738116
11260690,¾ÆÄ§,19635.53504,741.6976006,521.7024735,817.9443865
11290525,¾ÆÄ§,21596.21028,699.2990652,518.3249048,801.575231
11290555,¾ÆÄ§,24962.23443,664.6229523,479.9017017,711.6649325
11290575,¾ÆÄ§,23872.83158,565.7766491,421.6642404,703.2892841
11290580,¾ÆÄ§,15483.65524,548.4755327,453.7458791,658.675687
11290590,¾ÆÄ§,17842.00954,543.4036263,372.5696288,543.2076775
11290600,¾ÆÄ§,23318.24833,544.1815549,453.1889097,651.7553329
11290610,¾ÆÄ§,16974.18729,557.6995363,388.3611075,567.773315
11290620,¾ÆÄ§,15663.61945,443.139099,357.8425546,539.6464409
11290630,¾ÆÄ§,22754.75485,724.9886649,589.7658404,883.2359779
11290640,¾ÆÄ§,15822.92005,462.8725695,334.4192117,538.6673193
11290650,¾ÆÄ§,20321.72386,702.0072321,577.3327606,928.1350153
11290660,¾ÆÄ§,38045.39432,919.9217503,667.9959305,1052.159832
11290685,¾ÆÄ§,16412.29818,516.9293027,419.7035512,648.1331439
11290705,¾ÆÄ§,42110.37872,1250.83279,922.7485619,1435.848266
11290715,¾ÆÄ§,24854.09982,724.0781575,590.4324317,860.0572234
11290725,¾ÆÄ§,22672.13953,688.1957299,567.3251408,803.4377366
11290760,¾ÆÄ§,18142.54807,660.180644,494.3411379,712.1241627
11290770,¾ÆÄ§,13569.11589,492.2270768,387.4183412,625.3488145
11290780,¾ÆÄ§,8694.849766,320.0892435,248.0277309,369.6194521
11290810,¾ÆÄ§,30588.9719,1060.096801,798.6811084,1292.822824
11305534,¾ÆÄ§,25272.41545,851.6998159,676.4523344,1130.190497
11305535,¾ÆÄ§,23354.8542,838.5024347,659.642288,1055.493369
11305545,¾ÆÄ§,34098.57485,1133.874477,918.0468286,1520.160405
11305555,¾ÆÄ§,27310.96301,940.1167174,774.4562793,1292.888763
11305575,¾ÆÄ§,25536.39399,683.0533273,584.0142279,895.9454614
11305590,¾ÆÄ§,19370.3448,636.9089963,494.6200844,775.9144612
11305600,¾ÆÄ§,14257.34342,534.2878947,426.9706838,700.3791604
11305606,¾ÆÄ§,16864.37902,622.0343457,521.2492912,844.9055892
11305610,¾ÆÄ§,20070.05505,738.1506036,560.7679392,914.2298818
11305620,¾ÆÄ§,20527.87567,726.8360423,617.7152371,1022.198329
11305630,¾ÆÄ§,26692.32581,924.6249332,686.3472627,1089.374582
11305645,¾ÆÄ§,20205.20421,726.2651612,587.2018443,977.8525351
11305660,¾ÆÄ§,31279.87867,1113.703501,884.4731219,1485.569741
11320511,¾ÆÄ§,22556.07997,840.5772627,600.546206,914.1461199
11320512,¾ÆÄ§,30604.77351,1083.930542,775.9517535,1210.873978
11320513,¾ÆÄ§,13285.53158,472.8527865,335.1152616,540.9003393
11320514,¾ÆÄ§,33192.63088,1155.053264,815.2153262,1248.781456
11320515,¾ÆÄ§,20037.34652,779.7339221,556.4143541,775.0104204
11320521,¾ÆÄ§,17943.56367,734.2349653,621.5687178,1034.354268
11320522,¾ÆÄ§,20690.64952,870.9961639,682.6899058,1022.313735
11320660,¾ÆÄ§,17690.49235,677.1888384,492.7605382,787.3473374
11320670,¾ÆÄ§,19262.8272,772.7484901,542.3470524,813.2868824
11320680,¾ÆÄ§,16046.52937,574.2256959,395.0279881,608.5479911
11320681,¾ÆÄ§,14816.06839,578.8129858,390.3865249,572.9903834
11320690,¾ÆÄ§,23316.06118,886.9233767,716.2429183,1096.427412
11320700,¾ÆÄ§,13110.1069,517.1331848,408.7920932,650.9005747
11320710,¾ÆÄ§,23553.55438,947.8687641,711.7473452,1046.018921
11350560,¾ÆÄ§,26001.99887,826.1182588,658.8785029,961.5511691
11350570,¾ÆÄ§,22285.28976,774.4201522,673.2775428,1025.962374
11350580,¾ÆÄ§,28935.43823,1036.71533,785.7575028,1211.014234
11350595,¾ÆÄ§,44834.10495,1550.39749,1218.879577,1659.329625
11350600,¾ÆÄ§,44655.20212,1295.240713,887.3053168,1310.902039
11350611,¾ÆÄ§,28693.17213,983.3594212,718.2916933,936.4388898
11350612,¾ÆÄ§,18157.83821,572.2379533,411.1297993,582.5693352
11350619,¾ÆÄ§,23281.36925,549.0585305,349.8764544,521.8847151
11350621,¾ÆÄ§,27150.45616,642.6740981,450.8851938,627.5238862
11350624,¾ÆÄ§,20169.23562,622.5949409,500.5896677,791.0584831
11350625,¾ÆÄ§,35478.67145,1083.851226,875.714596,1353.564921
11350630,¾ÆÄ§,41449.1409,1666.915152,1192.21389,1724.710337
11350640,¾ÆÄ§,26630.18163,971.4952048,718.5236049,1016.761356
11350665,¾ÆÄ§,22514.62648,941.1602563,721.9579828,1201.307511
11350670,¾ÆÄ§,22305.66226,812.8661384,630.5213597,924.6614414
11350695,¾ÆÄ§,43174.2464,1394.844733,1027.685652,1479.924239
11350700,¾ÆÄ§,19670.74348,558.0562157,448.9448702,609.2233098
11350710,¾ÆÄ§,18792.8756,661.9440627,478.4645083,642.9277226
11350720,¾ÆÄ§,15502.27402,526.3557027,387.9674779,546.350679
11380510,¾ÆÄ§,36708.77443,1302.192305,951.9039752,1431.757223
11380520,¾ÆÄ§,35185.64056,1219.097725,926.405705,1544.294194
11380530,¾ÆÄ§,23741.61119,893.3587575,631.3795522,1003.913734
11380551,¾ÆÄ§,24885.83473,906.2673952,641.1022498,979.0440127
11380552,¾ÆÄ§,26266.28014,833.5728897,620.4217264,895.2473844
11380560,¾ÆÄ§,28732.16972,938.7238815,706.0478841,1110.053529
11380570,¾ÆÄ§,35240.132,1204.466179,865.4040017,1289.636764
11380580,¾ÆÄ§,27916.63437,798.0627668,584.0207168,913.6846934
11380590,¾ÆÄ§,19448.11225,544.1393842,392.1003088,576.5841116
11380600,¾ÆÄ§,24722.15354,784.7147527,606.1617675,969.612528
11380625,¾ÆÄ§,45612.33252,1375.895011,1023.102829,1573.420511
11380631,¾ÆÄ§,24960.20327,840.8797222,588.9713529,896.3648701
11380632,¾ÆÄ§,17391.04295,635.9977032,480.910152,749.0652319
11380640,¾ÆÄ§,13493.65762,480.1634377,368.9386935,571.5223034
11380650,¾ÆÄ§,13224.69655,471.9559507,298.5871788,449.4350269
11380690,¾ÆÄ§,65977.76911,1925.569256,1437.486387,2077.261559
11410520,¾ÆÄ§,18490.6597,555.301683,421.4129677,656.6241085
11410555,¾ÆÄ§,36531.8092,1022.591119,672.3194731,950.8267605
11410565,¾ÆÄ§,32261.92007,919.2177284,606.7806949,930.6273402
11410585,¾ÆÄ§,40974.78671,913.1430161,630.6749846,997.6605826
11410615,¾ÆÄ§,40792.00016,1069.964493,786.0125938,1205.765699
11410620,¾ÆÄ§,25706.38367,926.3335414,632.4916598,951.893116
11410640,¾ÆÄ§,17226.91156,607.8295271,492.0943753,781.2181497
11410655,¾ÆÄ§,10214.31056,381.8921122,253.3466514,382.4497478
11410660,¾ÆÄ§,16204.63199,609.8920483,432.7261389,643.3957238
11410685,¾ÆÄ§,27609.59113,914.777734,644.8144233,1028.714241
11410690,¾ÆÄ§,16859.26478,431.2249987,305.0858455,477.784174
11410700,¾ÆÄ§,18868.3209,544.6000199,396.648287,608.2112772
11410710,¾ÆÄ§,15211.56085,456.8651307,304.3318099,493.1866813
11410720,¾ÆÄ§,37600.13541,1201.32801,915.3677275,1391.742993
11440555,¾ÆÄ§,28161.92097,833.8582636,536.2867178,700.4491485
11440565,¾ÆÄ§,38003.60626,1157.031534,807.3554958,1135.577916
11440585,¾ÆÄ§,22021.1077,719.7059919,521.1933962,742.6951153
11440590,¾ÆÄ§,27678.2164,747.5878454,554.5740102,770.5825672
11440600,¾ÆÄ§,19013.88279,409.4843711,304.9301279,451.5822888
11440610,¾ÆÄ§,12769.47896,318.1065386,210.3190258,298.9423242
11440630,¾ÆÄ§,20266.02265,566.5525132,357.4904216,560.2414572
11440655,¾ÆÄ§,28198.79713,717.1659118,459.878493,720.8674178
11440660,¾ÆÄ§,47204.59507,1038.709157,678.1878326,1142.704932
11440680,¾ÆÄ§,20775.82437,575.5981955,391.9037852,569.048447
11440690,¾ÆÄ§,19833.17095,489.023265,384.1499126,589.715726
11440700,¾ÆÄ§,18516.64347,480.0721257,351.6101932,557.9124347
11440710,¾ÆÄ§,19815.93698,503.5367471,330.3491322,532.7569633
11440720,¾ÆÄ§,23083.1399,561.6465791,439.5963924,666.2899154
11440730,¾ÆÄ§,37369.44449,997.7693264,775.4688073,1150.916911
11440740,¾ÆÄ§,43388.76847,1131.265057,741.6422383,981.3352049
11470510,¾ÆÄ§,39680.98516,1034.242009,776.4226845,980.509419
11470520,¾ÆÄ§,26397.22107,820.8383806,582.0094954,770.0827483
11470530,¾ÆÄ§,20717.34975,682.2497535,476.6191929,655.2838356
11470540,¾ÆÄ§,19417.00756,542.2068326,370.4575505,523.7402858
11470550,¾ÆÄ§,42215.66923,1088.88573,809.2812364,1124.813093
11470560,¾ÆÄ§,16248.42627,631.8132299,492.5174993,693.7406889
11470570,¾ÆÄ§,16201.39848,558.7581781,431.9511726,627.4226262
11470580,¾ÆÄ§,13359.66318,548.9763417,373.1137626,534.4265142
11470590,¾ÆÄ§,13708.49154,475.4974565,368.4609632,508.5367345
11470600,¾ÆÄ§,11899.93623,422.2281824,299.6851374,430.5476082
11470610,¾ÆÄ§,5241.990725,193.9204189,142.8715268,201.8524463
11470611,¾ÆÄ§,17544.0929,654.9822216,509.5351054,747.5876132
11470620,¾ÆÄ§,18639.39553,527.1582123,395.0017913,538.9770759
11470630,¾ÆÄ§,15183.74331,419.5723918,329.9041901,422.6713713
11470640,¾ÆÄ§,41566.71613,1368.546538,1027.183056,1441.928491
11470650,¾ÆÄ§,34316.36566,1078.34913,815.2628533,1209.683548
11470670,¾ÆÄ§,19363.6512,544.3283858,407.0636951,563.9100232
11470680,¾ÆÄ§,25687.89308,789.8061183,645.8878992,921.6899962
11500510,¾ÆÄ§,33772.15703,981.842714,643.3254488,800.8805142
11500520,¾ÆÄ§,22536.15054,633.4988865,431.4972528,635.9152538
11500530,¾ÆÄ§,18731.25407,642.1627008,463.6795677,637.8585185
11500535,¾ÆÄ§,31001.15562,1069.963638,837.2814163,1315.431887
11500540,¾ÆÄ§,52900.73377,1722.233556,1351.456134,2033.395112
11500550,¾ÆÄ§,14419.90658,436.4888791,354.8352558,483.4999223
11500560,¾ÆÄ§,18065.29123,689.6251625,551.3859641,729.3068468
11500570,¾ÆÄ§,19169.99189,602.1103872,462.5482647,774.724261
11500590,¾ÆÄ§,31662.27856,934.0035764,792.9145311,1130.487807
11500591,¾ÆÄ§,21964.18724,803.3594335,574.4111713,840.4476784
11500593,¾ÆÄ§,28346.9371,897.5798388,713.3737124,1078.481216
11500603,¾ÆÄ§,38674.6224,1111.085926,707.1417447,907.2906782
11500604,¾ÆÄ§,15379.52127,697.8385981,539.8430708,768.4262286
11500605,¾ÆÄ§,11591.49392,415.5766045,331.3472186,479.1017322
11500611,¾ÆÄ§,36461.50686,983.1520102,669.9937021,988.9434649
11500615,¾ÆÄ§,38555.01955,1121.524266,866.284809,1135.733095
11500620,¾ÆÄ§,36508.38562,1040.850332,711.9028389,1045.355757
11500630,¾ÆÄ§,34905.51288,1134.509701,870.6419985,1177.790195
11500640,¾ÆÄ§,27676.19214,1001.347918,735.1232296,1126.797682
11500641,¾ÆÄ§,19387.70312,722.0215577,528.622307,735.6402695
11530510,¾ÆÄ§,33487.84492,917.1893517,775.0640496,1001.702238
11530520,¾ÆÄ§,19070.1742,592.0439352,406.7426341,520.6211586
11530530,¾ÆÄ§,32278.41289,1237.838518,895.3247128,1220.325903
11530540,¾ÆÄ§,32182.55139,835.2531097,575.0437202,795.5452938
11530550,¾ÆÄ§,16439.92225,578.4420719,447.2196039,646.0282215
11530560,¾ÆÄ§,30933.39516,1016.417356,695.5426152,885.3283807
11530595,¾ÆÄ§,10337.95591,356.72481,227.2586752,308.5308973
11530720,¾ÆÄ§,23569.03056,817.2656296,612.8683489,856.8964621
11530730,¾ÆÄ§,20545.5724,708.4869334,521.7887207,816.2943149
11530740,¾ÆÄ§,28510.64488,1022.846572,779.3053405,1156.262231
11530750,¾ÆÄ§,27779.08449,970.72898,799.8028035,1205.249007
11530760,¾ÆÄ§,16456.28112,619.243916,483.8827762,713.145492
11530770,¾ÆÄ§,15507.81521,498.4575934,382.0710966,578.081953
11530780,¾ÆÄ§,54820.49,1596.849946,1202.163529,1909.41203
11530790,¾ÆÄ§,24306.27418,833.111983,603.3918543,865.8913199
11545510,¾ÆÄ§,45667.12734,1209.16424,674.7292208,811.3163432
11545610,¾ÆÄ§,33989.09512,1003.630544,752.6975705,1032.314428
11545620,¾ÆÄ§,15403.52185,575.0355634,436.4860628,612.7599373
11545630,¾ÆÄ§,21351.16871,790.0071666,606.2577136,758.8577311
11545640,¾ÆÄ§,12079.05371,463.6332915,327.2002655,435.5107379
11545670,¾ÆÄ§,27115.40685,929.9184168,710.8524517,1043.049986
11545680,¾ÆÄ§,17424.56312,631.5241023,514.107114,735.2448726
11545690,¾ÆÄ§,10308.21764,436.7352579,315.5239277,403.3998704
11545700,¾ÆÄ§,14330.29807,498.2621295,435.3910816,620.3932673
11545710,¾ÆÄ§,12716.06119,458.2366731,376.4980832,585.7477377
11560515,¾ÆÄ§,19434.26371,672.491624,461.2405668,655.2790244
11560535,¾ÆÄ§,43783.75366,1214.336013,890.4714884,1137.804459
11560540,¾ÆÄ§,69342.80269,1875.985884,1375.267749,2133.674142
11560550,¾ÆÄ§,20899.68425,637.194676,498.0861226,685.5403647
11560560,¾ÆÄ§,39161.89676,967.9257028,730.1840347,1043.313035
11560585,¾ÆÄ§,15244.26726,525.5280833,373.078728,519.4231899
11560605,¾ÆÄ§,39003.8999,1155.705942,915.9865886,1339.182299
11560610,¾ÆÄ§,19634.99372,458.2735042,395.2149498,603.236033
11560620,¾ÆÄ§,27224.38108,763.3453182,457.2337466,622.8880026
11560630,¾ÆÄ§,18774.72495,633.8031158,462.6041301,711.1263217
11560650,¾ÆÄ§,14395.23774,528.1709118,382.0807201,492.2331583
11560660,¾ÆÄ§,7723.23538,300.5874418,216.7097841,307.1167788
11560670,¾ÆÄ§,7077.937197,269.0983038,194.4135284,259.1566586
11560680,¾ÆÄ§,21887.13945,686.0105391,512.3221126,696.8716975
11560690,¾ÆÄ§,15851.93283,490.1797688,329.6357433,481.5895442
11560700,¾ÆÄ§,16443.07856,586.2311468,458.7903153,671.1644667
11560710,¾ÆÄ§,15971.08899,613.0947053,444.3244175,566.0373035
11560720,¾ÆÄ§,24198.61713,986.8232884,629.3439536,820.7817102
11590510,¾ÆÄ§,37797.72955,966.9790509,748.1032783,1123.443033
11590520,¾ÆÄ§,18738.48389,659.2899021,469.5137322,697.6849201
11590530,¾ÆÄ§,48777.29566,1421.817835,1100.545424,1653.218032
11590540,¾ÆÄ§,23645.22146,712.7443033,549.24459,858.3129302
11590550,¾ÆÄ§,20652.03871,604.5670584,467.6216975,723.835675
11590560,¾ÆÄ§,26795.81053,828.1896051,649.8102447,998.6793216
11590605,¾ÆÄ§,32196.3415,1030.068309,734.6040491,1064.848897
11590620,¾ÆÄ§,26052.50571,846.5815092,627.6819666,938.0434978
11590630,¾ÆÄ§,31367.747,1089.512257,875.480075,1294.709864
11590640,¾ÆÄ§,20736.14656,745.6665,556.8658333,868.6636612
11590650,¾ÆÄ§,14227.94865,466.0382178,362.9684617,502.701181
11590651,¾ÆÄ§,12606.2939,400.9784547,299.8617827,460.6949823
11590660,¾ÆÄ§,41181.2678,1083.635077,857.6849084,1271.718698
11590670,¾ÆÄ§,18745.56731,610.5990633,476.4291219,643.2131509
11590680,¾ÆÄ§,24176.93173,697.6191159,550.6593446,854.959017
11620525,¾ÆÄ§,21260.06279,592.9499902,482.8406549,750.1422344
11620545,¾ÆÄ§,11488.39435,357.9937987,277.5850491,429.0999834
11620565,¾ÆÄ§,28016.61759,788.4683531,634.1271589,981.6558122
11620575,¾ÆÄ§,26983.56036,642.1978725,544.8693427,865.2585594
11620585,¾ÆÄ§,23970.75895,427.6719832,342.6643732,546.7481701
11620595,¾ÆÄ§,39574.95039,924.3575602,742.7303046,1125.939932
11620605,¾ÆÄ§,28969.45065,870.4863752,689.295491,1032.828309
11620615,¾ÆÄ§,17160.37176,422.2179749,343.6926792,532.3907679
11620625,¾ÆÄ§,25473.68529,638.32292,533.6518844,792.2996783
11620630,¾ÆÄ§,25572.63741,803.6305449,608.1000124,927.1610253
11620645,¾ÆÄ§,23605.48769,585.9761495,474.4427261,708.4616112
11620655,¾ÆÄ§,17569.34191,466.3725665,407.5818658,649.2957762
11620665,¾ÆÄ§,20874.19011,507.8144193,418.9292335,647.4172795
11620685,¾ÆÄ§,23627.96281,623.0135203,513.2658645,834.6413047
11620695,¾ÆÄ§,26638.04518,523.1119964,402.643034,603.1147874
11620715,¾ÆÄ§,12637.84362,410.4267276,334.9212758,496.7492239
11620725,¾ÆÄ§,27100.4642,799.0004432,567.497896,804.539087
11620735,¾ÆÄ§,30113.3407,673.9720492,513.8463067,815.1606791
11620745,¾ÆÄ§,23868.15606,838.5161524,714.4148182,1182.731893
11620765,¾ÆÄ§,24657.78924,802.3230685,610.5889282,921.2749535
11620775,¾ÆÄ§,19368.9651,663.1090203,498.7954433,790.1688925
11650510,¾ÆÄ§,28059.84175,749.8292654,625.2812791,892.6963276
11650520,¾ÆÄ§,35070.76796,853.1866006,615.9170178,868.0338093
11650530,¾ÆÄ§,53969.38783,1589.417227,1165.279421,1695.841327
11650531,¾ÆÄ§,35418.60588,933.1310082,704.9679351,1016.402136
11650540,¾ÆÄ§,34196.88659,911.8282528,673.7417505,935.3985135
11650550,¾ÆÄ§,11673.93226,339.1652693,277.4010069,419.4956405
11650560,¾ÆÄ§,34846.92731,823.3205018,614.2681703,866.290342
11650570,¾ÆÄ§,16993.51605,429.6584105,345.1841587,497.6630195
11650580,¾ÆÄ§,17583.95198,534.9505317,395.3020783,599.229512
11650581,¾ÆÄ§,33662.99084,1046.645492,840.4830445,1154.550693
11650590,¾ÆÄ§,23494.9607,696.2317374,515.9496962,827.7135232
11650600,¾ÆÄ§,18308.05618,607.0612608,485.391073,670.7056513
11650610,¾ÆÄ§,22146.73099,752.4670974,592.5644865,852.1816684
11650620,¾ÆÄ§,25576.59057,919.0706515,707.0237384,952.9241853
11650621,¾ÆÄ§,25374.18756,759.0211408,555.0927716,909.1889299
11650651,¾ÆÄ§,48699.41301,1486.555063,1158.295928,1503.681828
11650652,¾ÆÄ§,36353.79507,1088.309841,774.655027,925.5878776
11650660,¾ÆÄ§,27357.74128,876.3762529,619.5659702,857.9065428
11680510,¾ÆÄ§,26467.8855,743.3564527,574.6313695,890.6756847
11680521,¾ÆÄ§,36891.04125,840.5026232,706.0373218,960.3298987
11680531,¾ÆÄ§,35945.27147,816.8119086,662.3814348,1015.590408
11680545,¾ÆÄ§,35596.86295,1037.226513,843.5821999,1296.411544
11680565,¾ÆÄ§,37728.0341,1166.968226,853.0444177,1121.848162
11680580,¾ÆÄ§,27081.6053,788.5952157,540.4364155,692.7362227
11680590,¾ÆÄ§,37593.66339,786.9781399,640.0369144,944.9185267
11680600,¾ÆÄ§,26564.65016,513.95671,436.476955,616.6093348
11680610,¾ÆÄ§,44239.68515,1190.54762,927.9816176,1220.732367
11680630,¾ÆÄ§,29963.75803,576.9698847,414.9955847,610.8539343
11680640,¾ÆÄ§,77911.61092,1643.759446,1192.713595,1603.828118
11680650,¾ÆÄ§,48908.54143,982.6624804,726.4094978,1054.424154
11680655,¾ÆÄ§,27977.93468,874.7554999,692.4427275,863.1895326
11680656,¾ÆÄ§,32311.8461,845.7722123,713.6143326,999.5399755
11680660,¾ÆÄ§,10516.74073,364.4734272,336.5433257,438.762649
11680670,¾ÆÄ§,22484.69875,818.8430798,649.0482317,857.2703857
11680690,¾ÆÄ§,18639.25628,644.4807241,501.4197665,619.6539067
11680700,¾ÆÄ§,49133.63364,1402.63415,1099.801221,1509.05025
11680720,¾ÆÄ§,25804.45273,845.3556488,689.4904414,905.0351827
11680730,¾ÆÄ§,19280.34848,788.3579163,626.015412,809.7065917
11680740,¾ÆÄ§,15374.82443,505.9223637,409.967874,522.3205012
11680750,¾ÆÄ§,24567.67216,995.3843033,803.426257,1136.546717
11710510,¾ÆÄ§,16560.44466,697.4409303,476.7871687,647.2665254
11710520,¾ÆÄ§,38987.39553,1381.892953,1006.008234,1384.639691
11710531,¾ÆÄ§,12184.68252,466.0365018,345.3273925,480.7099271
11710532,¾ÆÄ§,15886.28879,568.714988,456.0186239,656.8772544
11710540,¾ÆÄ§,14767.41704,575.1221566,466.4483972,616.5767464
11710550,¾ÆÄ§,17082.41721,746.0753536,551.731317,705.4893505
11710561,¾ÆÄ§,16404.45953,516.9397348,413.2482623,549.9732582
11710562,¾ÆÄ§,33664.80605,1024.285589,692.733164,911.5158658
11710566,¾ÆÄ§,18121.65272,643.4162893,542.4575037,764.9447315
11710570,¾ÆÄ§,39628.04255,1461.692299,1139.447059,1449.86284
11710580,¾ÆÄ§,28570.00506,854.900855,625.5568694,832.3979927
11710590,¾ÆÄ§,20916.89443,732.609944,563.3798032,716.0165137
11710600,¾ÆÄ§,36059.54376,1077.4506,800.1631906,1092.333217
11710610,¾ÆÄ§,32965.48668,906.0915934,701.5388972,919.5260918
11710620,¾ÆÄ§,36324.77684,1304.45558,814.8756014,1021.397898
11710631,¾ÆÄ§,29341.09268,1109.753935,787.3198138,938.9324626
11710632,¾ÆÄ§,29019.33286,1041.994126,734.19222,974.5119592
11710641,¾ÆÄ§,22227.61088,768.0403221,586.9048745,738.6225808
11710642,¾ÆÄ§,37613.60138,1100.875825,770.5701727,972.0262421
11710646,¾ÆÄ§,35836.57523,1117.138932,860.7317976,1032.433486
11710647,¾ÆÄ§,36636.78639,898.0654459,645.8929487,738.4747612
11710650,¾ÆÄ§,34500.31758,942.2223758,710.306291,1072.903311
11710670,¾ÆÄ§,36585.92879,862.2819767,683.8221826,977.0091595
11710680,¾ÆÄ§,33880.94099,1116.091589,898.265951,1214.359233
11710690,¾ÆÄ§,23733.12319,696.4834339,535.5516262,743.4432381
11710710,¾ÆÄ§,30423.71584,971.7999485,751.3787004,991.1044248
11710720,¾ÆÄ§,11462.30475,376.1079014,376.0819223,559.693821
11740515,¾ÆÄ§,47553.85272,1423.331167,1036.024195,1517.53574
11740520,¾ÆÄ§,36325.97114,1354.581868,964.7565324,1233.31776
11740530,¾ÆÄ§,29708.30817,1100.732376,840.1013416,1022.393807
11740540,¾ÆÄ§,16875.11646,639.2027654,468.3782392,551.9868105
11740550,¾ÆÄ§,26622.77485,785.4139867,553.8463202,698.980146
11740560,¾ÆÄ§,23802.88581,832.7762759,600.3873011,861.5134656
11740570,¾ÆÄ§,29766.89797,995.5089966,797.2385588,1077.647294
11740580,¾ÆÄ§,15059.54593,527.4468898,369.9492798,535.0908656
11740590,¾ÆÄ§,16992.26408,545.6148391,397.6338807,533.3946379
11740600,¾ÆÄ§,33951.59124,1246.846245,911.5497591,1260.247361
11740610,¾ÆÄ§,44329.5091,1620.609121,1214.147122,1711.044911
11740620,¾ÆÄ§,29452.80269,1074.824333,789.613607,1143.538763
11740640,¾ÆÄ§,25336.53363,828.9468047,670.7954807,983.3554888
11740650,¾ÆÄ§,26331.08039,930.1307841,733.4353071,1059.894915
11740660,¾ÆÄ§,26535.36992,907.4813889,670.3769729,969.2464519
11740685,¾ÆÄ§,52366.56743,1993.675656,1486.584916,2066.853908
11740690,¾ÆÄ§,8272.788315,294.802515,207.5690845,301.985371
11740700,¾ÆÄ§,27878.72476,1015.662641,833.9394062,1301.458695
11110515,³·,17548.75674,450.5017807,325.2623574,506.8702913
11110530,³·,33439.39812,872.1146807,564.7431676,872.6115496
11110540,³·,7600.655366,211.0203291,152.0945903,205.9266285
11110550,³·,14399.59393,535.2729916,367.2890573,557.8615621
11110560,³·,19224.41952,793.533903,566.8271008,839.6466279
11110570,³·,6220.822148,219.7719166,160.6054792,259.540807
11110580,³·,6331.873283,194.8527246,143.3483294,216.4994837
11110600,³·,9278.577284,207.6002542,139.5166219,221.3609647
11110615,³·,90507.68887,2772.102276,1869.326805,3052.322281
11110630,³·,25629.12172,1109.067757,742.3002954,1124.033523
11110640,³·,30850.05794,833.9861244,622.2682603,939.7619854
11110650,³·,29354.28335,627.4087239,456.6561421,756.6333826
11110670,³·,10467.31537,488.9626577,355.5130816,514.8598652
11110680,³·,9072.393423,399.3843,281.9371286,383.7118449
11110690,³·,4184.011396,131.3958914,103.466349,156.1935117
11110700,³·,8177.752894,297.6022616,242.1485046,351.6661793
11110710,³·,15703.4853,627.3958552,484.9908904,726.8328178
11140520,³·,45001.02493,1012.95085,575.1758286,716.265587
11140540,³·,41219.82682,1369.66309,876.8659008,1199.493272
11140550,³·,51902.25431,1144.066615,723.8394962,928.6921264
11140570,³·,15371.96574,447.16316,272.6966523,366.0832308
11140580,³·,13480.42832,406.2385461,295.000228,402.8577729
11140590,³·,29507.5966,1015.577542,712.0207969,933.4451148
11140605,³·,26698.65043,1097.095451,742.8875345,1203.362611
11140615,³·,23869.09479,823.938895,544.6219517,745.5701506
11140625,³·,15485.89817,487.4712077,388.6554377,580.0062043
11140635,³·,14909.54214,560.3749577,455.2805924,715.5611123
11140645,³·,10647.11812,334.8911092,245.6897204,402.4448957
11140650,³·,11234.92099,407.3682828,296.0689044,397.9852842
11140665,³·,10029.72297,354.9116865,247.4210712,348.1513477
11140670,³·,13841.35356,496.7185756,376.5968887,548.8276408
11140680,³·,10929.2035,312.0173415,226.0900054,334.0491274
11170510,³·,13578.13072,445.7099985,287.925301,412.2853901
11170520,³·,11501.79122,330.6587927,238.6944282,379.5790511
11170530,³·,18643.29764,561.8169737,382.8908915,563.2876446
11170555,³·,23539.3117,625.4152619,465.4555453,681.8323169
11170560,³·,22386.51014,603.4537949,423.9913736,647.4184504
11170570,³·,13359.786,394.9049895,328.0737689,441.2205968
11170580,³·,10369.25051,303.9175142,220.5044223,355.4381229
11170590,³·,7940.880979,271.3821549,209.0710515,307.6258975
11170625,³·,56680.89898,1394.305112,900.6004004,1320.116345
11170630,³·,26470.00575,920.917186,647.162539,993.2934615
11170640,³·,7075.759171,261.5697622,191.3570918,261.816293
11170650,³·,10929.69618,316.542356,220.9370187,333.05575
11170660,³·,11362.86156,313.6916727,228.8915488,376.2952453
11170685,³·,36517.04412,945.3479898,703.4234125,956.3973316
11170690,³·,18276.72272,588.1942875,436.7054793,667.8857005
11170700,³·,9913.616629,340.9742057,238.3285103,323.1315884
11200520,³·,13791.73193,420.2948838,318.4222639,461.9184271
11200535,³·,26171.13643,809.6989791,570.9632717,794.101769
11200540,³·,22977.4143,772.4794309,579.5632043,856.4658337
11200550,³·,24567.2716,544.0983895,372.0207103,551.7274912
