시군구,행정구역명,법정동,행정구역코드,행정기관코드,법정동코드
구로구,가리봉동,가리봉동,1117070,1153059500,1153010300
구로구,고척1동,고척동,1117061,1153072000,1153010600
구로구,고척2동,고척동,1117062,1153073000,1153010600
구로구,개봉1동,개봉동,1117072,1153074000,1153010700
구로구,개봉2동,개봉동,1117064,1153075000,1153010700
구로구,개봉3동,개봉동,1117065,1153076000,1153010700
구로구,오류1동,오류동,1117067,1153077000,1153010800
구로구,오류2동,오류동,1117073,1153078000,1153010800
구로구,오류2동,천왕동,1117073,1153078000,1153011100
구로구,항동,항동,1117074,1153080000,1153011200
구로구,수궁동,궁동,1117069,1153079000,1153010900
구로구,수궁동,온수동,1117069,1153079000,1153011000
금천구,금천구,금천구,11180,1154500000,1154500000
금천구,가산동,가산동,1118051,1154551000,1154510100
금천구,독산1동,독산동,1118052,1154561000,1154510200
금천구,독산2동,독산동,1118053,1154562000,1154510200
금천구,독산3동,독산동,1118054,1154563000,1154510200
금천구,독산4동,독산동,1118055,1154564000,1154510200
금천구,시흥1동,시흥동,1118057,1154567000,1154510300
금천구,시흥2동,시흥동,1118058,1154568000,1154510300
금천구,시흥3동,시흥동,1118059,1154569000,1154510300
금천구,시흥4동,시흥동,1118060,1154570000,1154510300
금천구,시흥5동,시흥동,1118061,1154571000,1154510300
영등포구,영등포구,영등포구,11190,1156000000,1156000000
영등포구,영등포본동,영등포동,1119073,1156051500,1156010100
영등포구,영등포본동,신길동,1119073,1156051500,1156013200
영등포구,영등포동,영등포동,1119074,1156053500,1156010100
영등포구,영등포동,영등포동1가,1119074,1156053500,1156010200
영등포구,영등포동,영등포동2가,1119074,1156053500,1156010300
영등포구,영등포동,영등포동3가,1119074,1156053500,1156010400
영등포구,영등포동,영등포동4가,1119074,1156053500,1156010500
영등포구,영등포동,영등포동5가,1119074,1156053500,1156010600
영등포구,영등포동,영등포동6가,1119074,1156053500,1156010700
영등포구,영등포동,영등포동7가,1119074,1156053500,1156010800
영등포구,영등포동,영등포동8가,1119074,1156053500,1156010900
영등포구,여의동,여의도동,1119054,1156054000,1156011000
영등포구,당산1동,당산동1가,1119055,1156055000,1156011100
영등포구,당산1동,당산동2가,1119055,1156055000,1156011200
영등포구,당산1동,당산동3가,1119055,1156055000,1156011300
영등포구,당산2동,당산동4가,1119056,1156056000,1156011400
영등포구,당산2동,당산동5가,1119056,1156056000,1156011500
영등포구,당산2동,당산동6가,1119056,1156056000,1156011600
영등포구,당산2동,당산동,1119056,1156056000,1156011700
영등포구,도림동,도림동,1119075,1156058500,1156011800
영등포구,문래동,문래동1가,1119076,1156060500,1156011900
영등포구,문래동,문래동2가,1119076,1156060500,1156012000
영등포구,문래동,문래동3가,1119076,1156060500,1156012100
영등포구,문래동,문래동4가,1119076,1156060500,1156012200
영등포구,문래동,문래동5가,1119076,1156060500,1156012300
영등포구,문래동,문래동6가,1119076,1156060500,1156012400
영등포구,양평1동,양평동1가,1119061,1156061000,1156012500
영등포구,양평1동,양평동2가,1119061,1156061000,1156012600
영등포구,양평1동,양평동3가,1119061,1156061000,1156012700
영등포구,양평2동,양평동3가,1119062,1156062000,1156012700
영등포구,양평2동,양평동4가,1119062,1156062000,1156012800
영등포구,양평2동,양평동5가,1119062,1156062000,1156012900
영등포구,양평2동,양평동6가,1119062,1156062000,1156013000
영등포구,양평2동,양화동,1119062,1156062000,1156013100
영등포구,양평2동,양평동,1119062,1156062000,1156013400
영등포구,신길1동,신길동,1119063,1156063000,1156013200
영등포구,신길3동,신길동,1119065,1156065000,1156013200
영등포구,신길4동,신길동,1119066,1156066000,1156013200
영등포구,신길5동,신길동,1119067,1156067000,1156013200
영등포구,신길5동,대림동,1119067,1156067000,1156013300
영등포구,신길6동,신길동,1119068,1156068000,1156013200
영등포구,신길7동,신길동,1119069,1156069000,1156013200
영등포구,대림1동,대림동,1119070,1156070000,1156013300
영등포구,대림2동,대림동,1119071,1156071000,1156013300
영등포구,대림3동,대림동,1119072,1156072000,1156013300
동작구,동작구,동작구,11200,1159000000,1159000000
동작구,노량진1동,노량진동,1120072,1159051000,1159010100
동작구,노량진1동,본동,1120072,1159051000,1159010400
동작구,노량진2동,노량진동,1120052,1159052000,1159010100
동작구,상도1동,상도동,1120053,1159053000,1159010200
동작구,상도1동,상도1동,1120053,1159053000,1159010300
동작구,상도2동,상도동,1120054,1159054000,1159010200
동작구,상도3동,상도동,1120055,1159055000,1159010200
동작구,상도4동,상도동,1120056,1159056000,1159010200
동작구,흑석동,흑석동,1120071,1159060500,1159010500
동작구,사당1동,사당동,1120063,1159062000,1159010700
동작구,사당2동,동작동,1120073,1159063000,1159010600
동작구,사당2동,사당동,1120073,1159063000,1159010700
동작구,사당3동,사당동,1120065,1159064000,1159010700
동작구,사당4동,사당동,1120066,1159065000,1159010700
동작구,사당5동,사당동,1120067,1159065100,1159010700
동작구,대방동,대방동,1120068,1159066000,1159010800
동작구,신대방1동,신대방동,1120069,1159067000,1159010900
동작구,신대방2동,신대방동,1120070,1159068000,1159010900
관악구,관악구,관악구,11210,1162000000,1162000000
관악구,보라매동,봉천동,1121052,1162052500,1162010100
관악구,청림동,봉천동,1121054,1162054500,1162010100
관악구,성현동,봉천동,1121079,1162056500,1162010100
관악구,행운동,봉천동,1121057,1162057500,1162010100
관악구,낙성대동,봉천동,1121058,1162058500,1162010100
관악구,청룡동,봉천동,1121080,1162059500,1162010100
관악구,은천동,봉천동,1121078,1162060500,1162010100
관악구,중앙동,봉천동,1121061,1162061500,1162010100
관악구,인헌동,봉천동,1121062,1162062500,1162010100
관악구,남현동,남현동,1121063,1162063000,1162010300
관악구,서원동,신림동,1121064,1162064500,1162010200
관악구,신원동,신림동,1121065,1162065500,1162010200
관악구,서림동,신림동,1121066,1162066500,1162010200
관악구,신사동,신림동,1121068,1162068500,1162010200
관악구,신림동,신림동,1121069,1162069500,1162010200
관악구,난향동,신림동,1121071,1162071500,1162010200
관악구,조원동,신림동,1121072,1162072500,1162010200
관악구,대학동,신림동,1121073,1162073500,1162010200
관악구,삼성동,신림동,1121082,1162074500,1162010200
관악구,미성동,신림동,1121083,1162076500,1162010200
관악구,난곡동,신림동,1121081,1162077500,1162010200
서초구,서초구,서초구,11220,1165000000,1165000000
서초구,서초1동,서초동,1122051,1165051000,1165010800
서초구,서초2동,서초동,1122052,1165052000,1165010800
서초구,서초3동,방배동,1122053,1165053000,1165010100
서초구,서초3동,서초동,1122053,1165053000,1165010800
서초구,서초4동,서초동,1122054,1165053100,1165010800
서초구,잠원동,잠원동,1122055,1165054000,1165010600
서초구,반포본동,반포동,1122056,1165055000,1165010700
서초구,반포1동,반포동,1122057,1165056000,1165010700
서초구,반포2동,반포동,1122058,1165057000,1165010700
서초구,반포3동,잠원동,1122059,1165058000,1165010600
서초구,반포4동,반포동,1122060,1165058100,1165010700
서초구,방배본동,방배동,1122061,1165059000,1165010100
서초구,방배1동,방배동,1122062,1165060000,1165010100
서초구,방배2동,방배동,1122063,1165061000,1165010100
서초구,방배3동,방배동,1122064,1165062000,1165010100
서초구,방배4동,방배동,1122065,1165062100,1165010100
서초구,양재1동,양재동,1122066,1165065100,1165010200
서초구,양재1동,우면동,1122066,1165065100,1165010300
서초구,양재2동,양재동,1122067,1165065200,1165010200
서초구,양재2동,원지동,1122067,1165065200,1165010400
서초구,내곡동,내곡동,1122068,1165066000,1165010900
서초구,내곡동,염곡동,1122068,1165066000,1165011000
서초구,내곡동,신원동,1122068,1165066000,1165011100
강남구,강남구,강남구,11230,1168000000,1168000000
강남구,신사동,신사동,1123051,1168051000,1168010700
강남구,신사동,압구정동,1123051,1168051000,1168011000
강남구,논현1동,논현동,1123052,1168052100,1168010800
강남구,논현2동,논현동,1123053,1168053100,1168010800
강남구,압구정동,신사동,1123077,1168054500,1168010700
강남구,압구정동,압구정동,1123077,1168054500,1168011000
강남구,청담동,청담동,1123078,1168056500,1168010400
강남구,삼성1동,삼성동,1123058,1168058000,1168010500
강남구,삼성2동,삼성동,1123059,1168059000,1168010500
강남구,대치1동,대치동,1123060,1168060000,1168010600
강남구,대치2동,대치동,1123079,1168061000,1168010600
강남구,대치4동,대치동,1123063,1168063000,1168010600
강남구,역삼1동,역삼동,1123064,1168064000,1168010100
강남구,역삼2동,역삼동,1123065,1168065000,1168010100
강남구,도곡1동,도곡동,1123066,1168065500,1168011800
강남구,도곡2동,도곡동,1123067,1168065600,1168011800
강남구,개포1동,개포동,1123068,1168066000,1168010300
강남구,개포2동,개포동,1123080,1168067000,1168010300
강남구,개포2동,일원동,1123080,1168067000,1168011400
강남구,개포4동,개포동,1123071,1168069000,1168010300
강남구,세곡동,세곡동,1123076,1168070000,1168011100
강남구,세곡동,자곡동,1123076,1168070000,1168011200
강남구,세곡동,율현동,1123076,1168070000,1168011300
강남구,일원본동,일원동,1123072,1168072000,1168011400
강남구,일원본동,수서동,1123072,1168072000,1168011500
강남구,일원1동,일원동,1123073,1168073000,1168011400
강남구,일원1동,수서동,1123073,1168073000,1168011500
강남구,일원2동,개포동,1123074,1168074000,1168010300
강남구,일원2동,대치동,1123074,1168074000,1168010600
강남구,일원2동,일원동,1123074,1168074000,1168011400
강남구,수서동,수서동,1123075,1168075000,1168011500
송파구,송파구,송파구,11240,1171000000,1171000000
송파구,풍납1동,풍납동,1124051,1171051000,1171010300
송파구,풍납2동,풍납동,1124052,1171052000,1171010300
송파구,거여1동,거여동,1124053,1171053100,1171011300
송파구,거여2동,거여동,1124054,1171053200,1171011300
송파구,마천1동,마천동,1124055,1171054000,1171011400
송파구,마천2동,마천동,1124056,1171055000,1171011400
송파구,방이1동,방이동,1124057,1171056100,1171011100
송파구,방이2동,방이동,1124058,1171056200,1171011100
송파구,오륜동,방이동,1124059,1171056600,1171011100
송파구,오금동,오금동,1124060,1171057000,1171011200
송파구,송파1동,송파동,1124061,1171058000,1171010400
송파구,송파2동,송파동,1124062,1171059000,1171010400
송파구,석촌동,석촌동,1124063,1171060000,1171010500
송파구,삼전동,삼전동,1124064,1171061000,1171010600
송파구,가락본동,가락동,1124065,1171062000,1171010700
송파구,가락1동,가락동,1124066,1171063100,1171010700
송파구,가락2동,가락동,1124067,1171063200,1171010700
송파구,문정1동,문정동,1124068,1171064100,1171010800
송파구,문정2동,문정동,1124069,1171064200,1171010800
송파구,문정2동,장지동,1124069,1171064200,1171010900
송파구,장지동,문정동,1124081,1171064600,1171010800
송파구,장지동,장지동,1124081,1171064600,1171010900
송파구,위례동,장지동,1124082,1171064700,1171010900
송파구,위례동,거여동,1124082,1171064700,1171011300
송파구,잠실본동,잠실동,1124071,1171065000,1171010100
송파구,잠실2동,잠실동,1124079,1171067000,1171010100
송파구,잠실3동,잠실동,1124080,1171068000,1171010100
송파구,잠실4동,신천동,1124075,1171069000,1171010200
송파구,잠실6동,신천동,1124077,1171071000,1171010200
송파구,잠실7동,잠실동,1124078,1171072000,1171010100
강동구,강동구,강동구,11250,1174000000,1174000000
강동구,강일동,상일동,1125051,1174051500,1174010300
강동구,강일동,강일동,1125051,1174051500,1174011000
강동구,상일동,상일동,1125052,1174052000,1174010300
강동구,명일1동,명일동,1125053,1174053000,1174010100
강동구,명일2동,명일동,1125054,1174054000,1174010100
강동구,고덕1동,고덕동,1125055,1174055000,1174010200
강동구,고덕2동,고덕동,1125056,1174056000,1174010200
강동구,암사1동,암사동,1125072,1174057000,1174010700
강동구,암사2동,암사동,1125058,1174058000,1174010700
강동구,암사3동,암사동,1125059,1174059000,1174010700
강동구,천호1동,천호동,1125061,1174060000,1174010900
강동구,천호2동,천호동,1125073,1174061000,1174010900
강동구,천호3동,천호동,1125063,1174062000,1174010900
강동구,성내1동,성내동,1125065,1174064000,1174010800
강동구,성내2동,성내동,1125066,1174065000,1174010800
강동구,성내3동,성내동,1125067,1174066000,1174010800
강동구,길동,길동,1125074,1174068500,1174010500
강동구,둔촌1동,둔촌동,1125070,1174069000,1174010600
강동구,둔촌2동,둔촌동,1125071,1174070000,1174010600
