행정동코드,읍면동코드,자치행정동,자치구,행정동,거주인구수,낮생활인구비율,총노인시설수,접근성지표,이용편리지표
11650580,1122059,서초구 반포3동,서초구,반포3동,2936,0.056562469,8,4.985075252,0
11650581,1122060,서초구 반포4동,서초구,반포4동,2839,0.052619762,6,20.85357897,15
11650590,1122061,서초구 방배본동,서초구,방배본동,3037,0.060834175,4,9.051455542,10
11650600,1122062,서초구 방배1동,서초구,방배1동,2818,0.057662208,5,10.10347943,10
11650610,1122063,서초구 방배2동,서초구,방배2동,3463,0.062887589,6,11.48502524,12.5
11650620,1122064,서초구 방배3동,서초구,방배3동,3634,0.06281404,11,9.378459465,0
11650621,1122065,서초구 방배4동,서초구,방배4동,3449,0.059218752,4,10.85437525,0
11650651,1122066,서초구 양재1동,서초구,양재1동,6813,0.047631511,18,33.25323929,0
11650652,1122067,서초구 양재2동,서초구,양재2동,2889,0.046871327,4,12.58792968,25
11650660,1122068,서초구 내곡동,서초구,내곡동,3217,0.056966839,15,21.5668556,2.5
11680510,1123051,강남구 신사동,강남구,신사동,2955,0.040946499,3,12.42516461,20
11680521,1123052,강남구 논현1동,강남구,논현1동,2949,0.036624235,6,11.71835268,15
11680531,1123053,강남구 논현2동,강남구,논현2동,3145,0.034297651,5,14.45476597,2.5
11680580,1123058,강남구 삼성1동,강남구,삼성1동,2098,0.031110246,13,13.31324319,12.5
11680590,1123059,강남구 삼성2동,강남구,삼성2동,3366,0.036980789,10,17.7600483,12.5
11680600,1123060,강남구 대치1동,강남구,대치1동,2384,0.040278444,13,10.51419673,7.5
11680630,1123063,강남구 대치4동,강남구,대치4동,2067,0.030418381,7,7.684576967,10
11680640,1123064,강남구 역삼1동,강남구,역삼1동,3619,0.030322815,20,14.75093331,15
11680650,1123065,강남구 역삼2동,강남구,역삼2동,3559,0.036667499,6,19.76626547,2.5
11680655,1123066,강남구 도곡1동,강남구,도곡1동,2910,0.051378487,11,8.09747435,5
11680656,1123067,강남구 도곡2동,강남구,도곡2동,4767,0.05203853,5,14.38586187,5
11680660,1123068,강남구 개포1동,강남구,개포1동,1571,0.071756042,10,8.932752149,0
11680690,1123071,강남구 개포4동,강남구,개포4동,3117,0.057086054,3,13.16267916,5
11680720,1123072,강남구 일원본동,강남구,일원본동,2939,0.067447263,13,12.27309721,5
11680730,1123073,강남구 일원1동,강남구,일원1동,3196,0.07199326,2,6.632984682,15
11680740,1123074,강남구 일원2동,강남구,일원2동,3281,0.064703173,3,9.209694231,5
11680750,1123075,강남구 수서동,강남구,수서동,4489,0.07462687,9,18.27504012,5
11680700,1123076,강남구 세곡동,강남구,세곡동,6383,0.053533666,20,26.05837469,7.5
11680545,1123077,강남구 압구정동,강남구,압구정동,5081,0.044838344,10,9.210124412,12.5
11680565,1123078,강남구 청담동,강남구,청담동,3776,0.041758404,12,9.885972558,10
11680610,1123079,강남구 대치2동,강남구,대치2동,4750,0.038119843,9,14.28404611,20
11680670,1123080,강남구 개포2동,강남구,개포2동,3200,0.06785222,7,16.96915865,12.5
11710510,1124051,송파구 풍납1동,송파구,풍납1동,2759,0.070779038,6,6.726961311,7.5
11710520,1124052,송파구 풍납2동,송파구,풍납2동,3749,0.061340949,12,11.93956914,2.5
11710531,1124053,송파구 거여1동,송파구,거여1동,2324,0.070318468,6,2.873543435,0
11710532,1124054,송파구 거여2동,송파구,거여2동,3451,0.072265702,11,3.916525242,2.5
11710540,1124055,송파구 마천1동,송파구,마천1동,4125,0.079780545,5,9.788469201,10
11710550,1124056,송파구 마천2동,송파구,마천2동,4018,0.078961366,5,3.209909189,2.5
11710561,1124057,송파구 방이1동,송파구,방이1동,2152,0.057842041,3,9.027160382,2.5
11710562,1124058,송파구 방이2동,송파구,방이2동,3434,0.048015968,2,11.03810929,5
11710566,1124059,송파구 오륜동,송파구,오륜동,2681,0.07107006,2,17.67321214,2.5
11710570,1124060,송파구 오금동,송파구,오금동,6155,0.06311603,16,19.78571093,5
11710580,1124061,송파구 송파1동,송파구,송파1동,3408,0.052770901,6,7.004333574,7.5
11710590,1124062,송파구 송파2동,송파구,송파2동,2803,0.058346666,5,5.573735228,0
11710600,1124063,송파구 석촌동,송파구,석촌동,4452,0.055194561,3,21.14036542,2.5
11710610,1124064,송파구 삼전동,송파구,삼전동,3960,0.051584792,3,10.83008009,5
11710620,1124065,송파구 가락본동,송파구,가락본동,3671,0.051550999,8,15.33737936,7.5
11710631,1124066,송파구 가락1동,송파구,가락1동,3178,0.06580377,5,33.40185765,0
11710632,1124067,송파구 가락2동,송파구,가락2동,4171,0.060838262,11,12.97971513,0
11710641,1124068,송파구 문정1동,송파구,문정1동,2926,0.053723955,6,8.945939413,5
11710642,1124069,송파구 문정2동,송파구,문정2동,3867,0.03888384,3,11.45416768,0
11710650,1124071,송파구 잠실본동,송파구,잠실본동,3670,0.053696992,5,10.96876622,5
11710690,1124075,송파구 잠실4동,송파구,잠실4동,2680,0.056770386,5,10.13664943,5
11710710,1124077,송파구 잠실6동,송파구,잠실6동,2741,0.045608523,3,17.74255521,15
11710720,1124078,송파구 잠실7동,송파구,잠실7동,2113,0.077456067,2,14.76080338,5
11710670,1124079,송파구 잠실2동,송파구,잠실2동,3445,0.049995119,3,12.55177883,7.5
11710680,1124080,송파구 잠실3동,송파구,잠실3동,5473,0.054483485,6,15.54540856,10
11710646,1124081,송파구 장지동,송파구,장지동,4179,0.054024355,16,21.78796378,7.5
11710647,1124082,송파구 위례동,송파구,위례동,2560,0.039187221,0,25.31197099,0
11740515,1125051,강동구 강일동,강동구,강일동,6077,0.053007449,12,29.6324276,10
11740520,1125052,강동구 상일동,강동구,상일동,4074,0.062688959,8,15.08391246,2.5
11740530,1125053,강동구 명일1동,강동구,명일1동,3872,0.067249071,4,9.703160144,2.5
11740540,1125054,강동구 명일2동,강동구,명일2동,2492,0.059815055,10,9.244681683,2.5
11740550,1125055,강동구 고덕1동,강동구,고덕1동,2820,0.051172096,10,15.7799043,0
11740560,1125056,강동구 고덕2동,강동구,고덕2동,2824,0.067170162,3,20.18877377,10
11740580,1125058,강동구 암사2동,강동구,암사2동,2318,0.064771608,2,7.719134238,2.5
11740590,1125059,강동구 암사3동,강동구,암사3동,2540,0.05837626,11,8.96730942,0
11740600,1125061,강동구 천호1동,강동구,천호1동,5037,0.06563311,5,7.996506501,7.5
11740620,1125063,강동구 천호3동,강동구,천호3동,4578,0.067081587,4,1.494948549,7.5
11740640,1125065,강동구 성내1동,강동구,성내1동,2988,0.063021685,12,3.436115414,5
11740650,1125066,강동구 성내2동,강동구,성내2동,4253,0.071672485,3,12.44634061,7.5
11740660,1125067,강동구 성내3동,강동구,성내3동,3711,0.063768622,1,10.08867637,5
11740690,1125070,강동구 둔촌1동,강동구,둔촌1동,33,0.063379764,8,9.741961046,0
11740700,1125071,강동구 둔촌2동,강동구,둔촌2동,4059,0.085714406,6,12.58502674,2.5
11740570,1125072,강동구 암사1동,강동구,암사1동,5913,0.065826594,9,8.065849566,15
11740610,1125073,강동구 천호2동,강동구,천호2동,5922,0.069274642,15,12.50330745,10
11740685,1125074,강동구 길동,강동구,길동,7692,0.07163576,9,14.66531871,2.5
