행정동,경도,위도
성내3동,127.136645080723,37.544690649862396
성내3동,127.133279344932,37.538719070557605
역촌동,126.920263497065,37.601302734758896
역촌동,126.916524016723,37.607566533893106
역촌동,126.91390947099899,37.5963671485857
역촌동,126.91523527928499,37.5935281834675
역촌동,126.912721571728,37.61289763790421
역촌동,126.908451629083,37.614768458586
역촌동,126.912065280037,37.6162199956455
역촌동,126.908410863223,37.6147612190475
역촌동,126.904133431054,37.59759216865979
역촌동,126.907521885672,37.5917789731817
역촌동,126.922950274751,37.6050553412836
역촌동,126.923067373826,37.6057149422041
역촌동,126.922970072277,37.6056247797609
역촌동,126.91538934672701,37.5934634226181
역촌동,126.91538480933501,37.593470627298004
오륜동,127.125561091527,37.537788687611204
오륜동,127.12825428988899,37.533344763860995
오륜동,127.124127667308,37.5303659600063
오륜동,127.129858369319,37.531246382553604
오륜동,127.13334701567699,37.53287781106
오륜동,127.106285516791,37.525089080396704
오륜동,127.127961739859,37.5309781525776
오륜동,127.114662095679,37.5166262379366
오륜동,127.133713831478,37.528578721548904
오륜동,127.137324995196,37.5081920960884
오륜동,127.118163425746,37.507573105130206
오륜동,127.12047157764,37.5144616516541
일원1동,127.081306954929,37.51777115246821
일원1동,127.088729660779,37.517777522624996
일원1동,127.087823444969,37.5176466534617
일원1동,127.078336467078,37.5101470640215
일원1동,127.06844150849,37.489729208505295
일원1동,127.067993716094,37.4884608483266
일원1동,127.06915390991301,37.489766635974895
일원1동,127.08405816650699,37.4846770897377
일원1동,127.07914910357,37.482802778858705
일원1동,127.081747801324,37.489482884786796
일원1동,127.08195744902201,37.4919749257364
일원1동,127.087523327518,37.4940882997032
일원1동,127.10005459415899,37.4879046503648
일원1동,127.101297053798,37.486923295268504
일원1동,127.07933376948401,37.4949158012235
일원1동,127.077084946648,37.4941820684742
일원1동,127.09584604467899,37.50026634741221
일원1동,127.084590203572,37.4902449381355
일원1동,127.087230188948,37.493865066831205
일원1동,127.08743855910299,37.4941244027435
일원1동,127.102826963266,37.5009993018516
일원1동,127.09587768680001,37.5002483016202
일원1동,127.08643020209601,37.5091214821239
일원1동,127.080192188093,37.5108954543254
일원1동,127.077387287791,37.5088295201636
잠실7동,127.09408385230302,37.5198916369544
잠실7동,127.081306954929,37.51777115246821
잠실7동,127.088729660779,37.517777522624996
잠실7동,127.087823444969,37.5176466534617
잠실7동,127.06746994291599,37.514577700695895
잠실7동,127.06408756309901,37.5102079125152
잠실7동,127.061843893186,37.5133536131359
잠실7동,127.066941714499,37.5171134252139
잠실7동,127.062537002645,37.514405620718996
잠실7동,127.068196440922,37.5087153502922
잠실7동,127.064359143542,37.507722794150794
잠실7동,127.060729902187,37.5065462013506
잠실7동,127.055325450441,37.505789308941004
잠실7동,127.06836918008601,37.504657124206794
잠실7동,127.068283702654,37.50517975666779
잠실7동,127.063938080848,37.5020358777817
잠실7동,127.078336467078,37.5101470640215
잠실7동,127.051612121927,37.5036961524089
잠실7동,127.055040314116,37.499451768636604
잠실7동,127.05649337346901,37.497776112126296
잠실7동,127.06410308857001,37.4992642942723
잠실7동,127.072704574415,37.496905885413106
잠실7동,127.07933376948401,37.4949158012235
잠실7동,127.077084946648,37.4941820684742
잠실7동,127.09584604467899,37.50026634741221
잠실7동,127.10107781516899,37.510501907898
잠실7동,127.09771195781401,37.508889239438
잠실7동,127.098273362207,37.5066164401207
잠실7동,127.09587768680001,37.5002483016202
잠실7동,127.08643020209601,37.5091214821239
잠실7동,127.080192188093,37.5108954543254
잠실7동,127.077387287791,37.5088295201636
장위2동,127.063196763448,37.6152771850663
장위2동,127.073768064588,37.6122185011823
장위2동,127.065185948121,37.6155860430148
장위2동,127.05070802446501,37.6048930049404
장위2동,127.07595164036199,37.6121558488066
장위2동,127.033624161529,37.6116204905392
장위2동,127.033465338143,37.61103669477721
장위2동,127.03348801711901,37.6110979556023
장위2동,127.04125610735399,37.600391735735606
장위2동,127.038793754331,37.6125415170418
장위2동,127.035325468223,37.6167583315917
장위2동,127.04097859174101,37.6147067553901
장위2동,127.04603032923401,37.6150364568022
장위2동,127.049889470081,37.6103245189614
장위2동,127.052494912276,37.611098239383104
장위2동,127.052929648151,37.617245490144796
장위2동,127.05328068363701,37.6171164908734
장위2동,127.06496125041001,37.6163889474356
장위2동,127.064693120867,37.6167467870261
장위2동,127.052591191035,37.620761295948704
장위2동,127.03607136954099,37.6250534986159
장위2동,127.063496019186,37.6155581327842
장위2동,127.062621666905,37.6156162632563
중곡3동,127.064935860593,37.5598048304319
중곡3동,127.06270221678,37.5604349335406
중곡3동,127.066163196985,37.5590518166372
중곡3동,127.08026103271601,37.5540425401047
중곡3동,127.081895723228,37.5638046197395
중곡3동,127.085768447545,37.56040691557
중곡3동,127.066938024439,37.5636122246136
중곡3동,127.06865715281799,37.562202079140704
중곡3동,127.06826622736601,37.5654386841691
중곡3동,127.066623049632,37.5657964172497
중곡3동,127.084590891276,37.569996163469895
중곡3동,127.092161526835,37.55907763317771
중곡3동,127.08970528225599,37.56829671500021
중곡3동,127.089292374221,37.5741913369513
중곡3동,127.083439497938,37.5748929885886
중곡3동,127.070600960021,37.5782638753114
중곡3동,127.07183915105101,37.5767701810924
중곡3동,127.06353827975799,37.5693588525049
중곡3동,127.05888773980699,37.5687053391359
중곡3동,127.070708137628,37.5814641408989
중곡3동,127.070600963424,37.578267479285294
중곡3동,127.085400011552,37.5747546354536
중곡3동,127.081026325605,37.5751793838044
중곡3동,127.084248602925,37.5776458522331
중곡3동,127.081401327213,37.579613818542796
중곡3동,127.087665326379,37.583557485837495
중곡3동,127.093639655939,37.5807886504695
중곡3동,127.080177948333,37.583172678933
중곡3동,127.076806497382,37.5843723406076
홍제3동,126.970600284052,37.583078217255895
홍제3동,126.969653395711,37.584087090130794
홍제3동,126.97052969961,37.5840701932904
홍제3동,126.967756911511,37.5817043607677
홍제3동,126.960636624373,37.5930547092363
홍제3동,126.964660027032,37.5803808155186
홍제3동,126.950676884574,37.5930617793773
홍제3동,126.948193483372,37.595071728832
홍제3동,126.949540788207,37.5986798813401
홍제3동,126.947663731751,37.5883464908343
홍제3동,126.949185630264,37.6014043249341
홍제3동,126.942994393506,37.5913365234674
홍제3동,126.943236690362,37.5913501551191
홍제3동,126.931890279855,37.5874734903343
홍제3동,126.94283144634599,37.5912048998189
홍제3동,126.934196185441,37.5866675089377
홍제3동,126.949866698239,37.6057545968434
홍제3동,126.936453237895,37.579341868214605
홍제3동,126.93606567826201,37.5850854919037
홍제3동,126.940860546439,37.58355630329
홍제3동,126.949554435255,37.5985933920429
홍제3동,126.949181017199,37.6015268576575
