행정동,경도,위도
돈암1동,127.030098418544,37.6132861094991
돈암1동,127.024823216768,37.603183910563004
돈암1동,127.01647764974301,37.59271792613461
돈암1동,127.01938698351499,37.585327723884795
돈암1동,127.02921303011101,37.5862804833256
돈암1동,127.03628494866899,37.590649686622
돈암1동,127.04118476646799,37.601421052340896
돈암1동,127.008208009279,37.6121461272569
돈암1동,127.013496185509,37.6026876819314
돈암1동,127.01647764974301,37.59271792613461
돈암1동,127.01938698351499,37.585327723884795
망우3동,127.088439058456,37.5807945533834
망우3동,127.08543676516399,37.59671378440871
망우3동,127.08756784153098,37.5883848968931
망우3동,127.08543676516399,37.59671378440871
망우3동,127.092756577852,37.599287615390296
망우3동,127.10792148904301,37.606554361502
망우3동,127.08543676516399,37.59671378440871
망우3동,127.092756577852,37.599287615390296
반포본동,127.004442096367,37.504647182738
반포본동,127.004442096367,37.504647182738
반포본동,126.980268385443,37.5028703671011
반포본동,126.990048630943,37.5199555398566
반포본동,126.98737488294701,37.501449823532
반포본동,126.995898957444,37.503413718529
반포본동,126.977937122017,37.5030670046351
반포본동,127.004442096367,37.504647182738
부암동,126.944242309924,37.5887103667691
부암동,126.950322097494,37.58238414724671
성내3동,127.13637526264999,37.528135539246996
성내3동,127.13060014082701,37.516087649278205
성내3동,127.127540246626,37.5501403417224
성내3동,127.123742434482,37.5385789820645
성내3동,127.12057605164,37.5306740877124
성내3동,127.116303251765,37.5164647953901
성내3동,127.130917803204,37.5168868476651
성내3동,127.138427332482,37.5194242486054
성내3동,127.123742434482,37.5385789820645
성내3동,127.133529582127,37.5355205088294
성내3동,127.13999920443999,37.5378115570072
성내3동,127.14854196633199,37.528895724189205
역촌동,126.915512801302,37.5987423282207
역촌동,126.922967946327,37.606039053443496
역촌동,126.92998576213002,37.6102072578868
역촌동,126.921162124977,37.618962003178
역촌동,126.917182386796,37.6112122196295
역촌동,126.913911983591,37.591827054401705
역촌동,126.921162124977,37.618962003178
역촌동,126.92998576213002,37.6102072578868
역촌동,126.936019442532,37.600742180986096
오륜동,127.13637526264999,37.528135539246996
오륜동,127.13060014082701,37.516087649278205
오륜동,127.12057605164,37.5306740877124
오륜동,127.11239386699499,37.510631698592704
오륜동,127.116303251765,37.5164647953901
오륜동,127.130917803204,37.5168868476651
오륜동,127.138427332482,37.5194242486054
오륜동,127.127879247544,37.5022659793733
오륜동,127.133529582127,37.5355205088294
오륜동,127.125854699016,37.5085564458698
오륜동,127.127879247544,37.5022659793733
오륜동,127.112429917071,37.5176236317445
일원1동,127.079493645766,37.493721859778795
일원1동,127.084451750048,37.484073584028394
일원1동,127.10185919101801,37.487388993350294
일원1동,127.096703734242,37.5024703189666
일원1동,127.073356018706,37.510969274899296
일원1동,127.10692810884399,37.5051304640171
일원1동,127.118485741487,37.4927440321316
일원1동,127.073356018706,37.510969274899296
일원1동,127.08745065775601,37.504499567472
일원1동,127.05926560549801,37.487087817894505
일원1동,127.06647494976801,37.4892484725195
일원1동,127.07316864715,37.4915453291369
일원1동,127.10185919101801,37.487388993350294
일원1동,127.10634534942801,37.505949643118704
일원1동,127.112179893361,37.4996866748478
일원1동,127.118485741487,37.4927440321316
잠실7동,127.06343019344901,37.4945627553067
잠실7동,127.071718971861,37.4967171864138
잠실7동,127.079493645766,37.493721859778795
잠실7동,127.08637386720699,37.5115672093323
잠실7동,127.096703734242,37.5024703189666
잠실7동,127.073356018706,37.510969274899296
잠실7동,127.063073009788,37.5088619974404
잠실7동,127.060891874786,37.5143606191744
잠실7동,127.073356018706,37.510969274899296
잠실7동,127.08745065775601,37.504499567472
잠실7동,127.07316864715,37.4915453291369
장위2동,127.04118476646799,37.601421052340896
장위2동,127.048326622029,37.6062641394281
장위2동,127.05642521765199,37.610550696559
장위2동,127.066118430844,37.615048084695204
장위2동,127.069577322142,37.604278644665996
장위2동,127.06176348127,37.6230335564713
장위2동,127.06176348127,37.6230335564713
장위2동,127.065647254398,37.6153059403184
중곡3동,127.079017279019,37.5573631939521
중곡3동,127.088439058456,37.5807945533834
중곡3동,127.087038114766,37.5740302107904
중곡3동,127.084072412789,37.5655258842084
중곡3동,127.064421108758,37.5615026802954
중곡3동,127.079017279019,37.5573631939521
중곡3동,127.08937059931002,37.5524011361136
홍제3동,126.936019442532,37.600742180986096
홍제3동,126.944242309924,37.5887103667691
홍제3동,126.950322097494,37.58238414724671
