구명,단지명,주택유형,세대수,주소,우편번호,경도,위도,H/B,행정동,행정동_경도,행정동_위도
노원구,상계불암현대(상계3-2),재개발,472,덕릉로118길 27 (상계동 불암현대아파트),1646,127.0804233,37.66811618,H,상계3.4동,127.0832317,37.6729133
노원구,상계마들,영구임대,170,덕릉로70가길 101 (상계동 상계마들아파트),1772,127.0570245,37.64197556,H,상계6.7동,127.0669655,37.65488602
노원구,학여울청구B(하계2B),재개발,378,한글비석로 6 (하계동 학여울청구아파트),1862,127.0644673,37.63262194,H,하계2동,127.0679782,37.63204009
노원구,온수연립주택,기타임대,15,동일로239나길 27 (상계동 온수연립),1133,127.0513017,37.67640911,H,상계1동,127.0549489,37.67990705
노원구,상계장암3단지(수락산리버시티3단지),국민장기,696,누원로 28 (상계동 수락리버시티 3단지),1600,127.0535548,37.68747717,H,상계1동,127.0549489,37.67990705
노원구,상계장암4단지(수락산리버시티4단지),국민장기,548,누원로 18 (상계동 수락리버시티4단지),1601,127.0528727,37.68621458,H,상계1동,127.0549489,37.67990705
노원구,공릉공공원룸텔(희망하우징),기타임대,14,화랑로51가길 3 (공릉동),1801,127.0900362,37.62367985,H,공릉2동,127.0832965,37.62130854
노원구,공릉동 657-7 기숙사(희망하우징),기타임대,43,화랑로 464 (공릉동),1803,127.0788608,37.61850852,H,공릉1동,127.0738213,37.6248359
노원구,중계한화꿈에그린,재건축,283,중계로8길 29 (중계동 한화꿈에그린아파트),1727,127.0832694,37.64800808,H,중계본동,127.0803075,37.64782841
노원구,중계센트럴파크,국민장기,457,덕릉로70가길 21 (상계동 중계센트럴파크),1772,127.0590194,37.64285692,H,상계6.7동,127.0669655,37.65488602
노원구,수락리버타운(행복주택),행복(공사 건설형),48,누원로 19 (상계동),1601,127.0525022,37.68726222,H,상계1동,127.0549489,37.67990705
노원구,녹천역 두산위브(월계4구역),재개발,326,마들로5길25(월계동 녹천두산위브),1866,127.0522565,37.64098381,H,월계2동,127.0507449,37.63249205
노원구,상계역센트럴푸르지오(상계4),재개발,785,노원구 수락산로 12(상계동 85-33),1639,127.0749693,37.66440801,H,상계3.4동,127.0832317,37.6729133
도봉구,도봉서원,주거환경,734,마들로 684-20 (도봉동 서원아파트),1330,127.0470083,37.66986078,H,도봉2동,127.0465492,37.66971519
도봉구,도봉서광,주거환경,159,마들로 770 (도봉동 서광아파트),1323,127.0501289,37.67901597,H,도봉2동,127.0465492,37.66971519
도봉구,북한산코오롱하늘채(쌍문1),재개발,293,우이천로 367 (쌍문동 북한산코오롱하늘채아파트),1370,127.0240704,37.64788419,H,쌍문1동,127.0260803,37.64802945
도봉구,방학두레주택,기타임대,8,시루봉로15라길 63 (방학동),1314,127.0327427,37.67080767,H,방학2동,127.0349826,37.66824878
동대문구,청량리한신(청량리4),재개발,610,제기로 129 (청량리동 한신아파트),2463,127.0476458,37.58749019,H,청량리동,127.0472897,37.58625111
동대문구,전농동아(답십리6-4),재개발,220,서울시립대로 31 (전농동 동아아파트),2591,127.0458645,37.57531055,H,전농1동,127.0477057,37.57804109
동대문구,답십리동아(답십리8),재개발,492,한천로11길 10 (답십리동 동아아파트),2612,127.0610056,37.56861948,H,답십리2동,127.0612863,37.5673274
동대문구,답십리청솔우성(답십리7),재개발,432,답십리로57길 53 (답십리동 답십리청솔우성아파트),2536,127.0611762,37.57483977,H,답십리2동,127.0612863,37.5673274
동대문구,이문현대(이문1),재개발,188,한천로58길 135 (이문동 현대아파트),2422,127.0707357,37.60229776,H,이문2동,127.0651164,37.60337948
동대문구,전농SK(전농4),재개발,848,전농로10길 111 (전농동 전농SK아파트),2532,127.0631501,37.57754072,H,전농2동,127.0600226,37.57804268
동대문구,전농삼성(전농5),재개발,139,전농로 190 (전농동 전농동삼성아파트),2505,127.0555607,37.5813298,H,전농2동,127.0600226,37.57804268
동대문구,제기한신(제기2),재개발,260,회기로8길 20 (제기동 한신아파트),2467,127.0397625,37.59053252,H,제기동,127.0378184,37.58311546
동대문구,답십리두산(답십리9),재개발,310,답십리로56길 21-1 (답십리동 두산아파트),2613,127.0592488,37.5697768,H,답십리2동,127.0612863,37.5673274
동대문구,이문쌍용,재개발,245,한천로58길 75-45 (이문동 쌍용아파트),2423,127.0677966,37.60153328,H,이문2동,127.0651164,37.60337948
동대문구,답십리대우(답십리11),재개발,108,답십리로41길 7 (답십리동 답십리대우아파트),2542,127.054512,37.57308646,H,답십리1동,127.0501046,37.56976536
동대문구,홍릉동부(청량리5),재개발,150,제기로26길 26 (청량리동 동부센트레빌아파트),2484,127.0450872,37.58535098,H,청량리동,127.0472897,37.58625111
동대문구,이문중앙하이츠빌(이문4),재개발,372,휘경로11길 52 (이문동 중앙하이츠빌),2427,127.0648571,37.59699764,H,이문1동,127.0655056,37.59782195
동대문구,답십리대림(답십리10),재개발,275,답십리로60길 38 (답십리동 대림아파트),2609,127.0637778,37.571058,H,답십리2동,127.0612863,37.5673274
동대문구,이문대림(이문3),재개발,181,이문로54길 16 (이문동 이문e편한세상아파트),2407,127.0628674,37.60480156,H,이문2동,127.0651164,37.60337948
동대문구,신이문어울림,재건축,166,신이문로 9 (이문동 신이문 금호어울림),2406,127.0633541,37.60316294,H,이문2동,127.0651164,37.60337948
동대문구,용두두산위브(용두2),재개발,95,정릉천동로 16 (용두동 용두두산위브),2590,127.0353065,37.57346786,H,용신동,127.0372623,37.57580678
동대문구,답십리래미안,재개발,52,한천로33길 11 (답십리동 래미안엘파인아파트),2535,127.0669943,37.57567427,H,답십리2동,127.0612863,37.5673274
동대문구,래미안용두1차(용두1),재개발,210,고산자로29길 18 (용두동 래미안허브리츠),2567,127.0370188,37.57638511,H,용신동,127.0372623,37.57580678
동대문구,래미안아름숲(전농6),재개발,148,전농로16길 51 (전농동 래미안아름숲),2508,127.0604383,37.57833421,H,전농2동,127.0600226,37.57804268
동대문구,휘경센트레빌(휘경2),재개발,297,외대역동로 14 (휘경동 휘경센트레빌),2502,127.0686732,37.59096838,H,휘경2동,127.0686239,37.59010769
동대문구,청계한신휴플러스,재건축,725,서울시립대로 14 (답십리동 청계한신휴플러스),2593,127.0472735,37.57207425,H,답십리1동,127.0501046,37.56976536
동대문구,일성트루엘,재건축,116,천호대로83길 71-7 (장안동 일성트루엘아파트),2629,127.0653538,37.56544204,H,장안1동,127.0664347,37.56783277
동대문구,브라운스톤휘경(휘경4),재개발,451,망우로20길 86 (휘경동 브라운스톤 휘경),2501,127.0655317,37.589998,H,휘경2동,127.0686239,37.59010769
동대문구,래미안크레시티(전농7),재개발,2397,사가정로 65 (전농동 래미안크레시티아파트),2553,127.0496959,37.57550604,H,전농1동,127.0477057,37.57804109
동대문구,래미안위브(답십리16),재개발,2652,답십리로 130 (답십리동 래미안위브아파트),2598,127.0524012,37.57285496,H,답십리1동,127.0501046,37.56976536
동대문구,용두롯데캐슬리치(용두4구역),재개발,311,한빛로 73 (용두동 용두롯데캐슬리치),2577,127.0305146,37.57941666,H,용신동,127.0372623,37.57580678
동대문구,휘경마을 두레주택,기타임대,6,망우로18다길 31-5(휘경동),2498,127.0611592,37.5860585,H,휘경2동,127.0686239,37.59010769
동대문구,동대문롯데캐슬노블레스(전농11구역),재개발,584,답십리로 23길 30(전농동),2551,127.0496315,37.57672448,H,전농1동,127.0477057,37.57804109
동대문구,래미안미드카운티(답십리18구역),재개발,1009,답십리로 141,2540,127.0552818,37.57334306,H,답십리1동,127.0501046,37.56976536
동대문구,힐스테이트 청계(대농신안),행복(재건축),764,동대문구 천호대로55길 11(답십리동465 힐스테이트청계),2597,127.046159,37.57153553,H,답십리1동,127.0501046,37.56976536
동대문구,답십리파크자이아파트(답십리14구역),재개발행복(리츠2호),802,동대문구 답십리로56길 105(답십리동 25),2616,127.0584549,37.56779095,H,답십리2동,127.0612863,37.5673274
동대문구,휘경SK VIEW(휘경2구역),재개발재건축행복(재건축리츠2호),900,동대문구 휘경로 60(휘경동 128-12),2434,127.0649278,37.59372709,H,휘경1동,127.0657912,37.59296725
동대문구,한양수자인 사가정파크(면목1),행복(재건축),497,중랑구 사가정로72길 26(면목동 520-19),2260,127.0934307,37.58007117,H,면목7동,127.0869853,37.57901338
동작구,상도삼호(상도5),재개발,682,상도로 407 (상도동 삼호아파트),7026,126.9577733,37.49391739,H,상도1동,126.9497453,37.50323182
동작구,신대방,주거환경,108,보라매로 83 (신대방동 신대방아파트),7060,126.9273398,37.49665868,H,신대방2동,126.9259319,37.49894492
동작구,흑석청호,주거환경,346,서달로2길 29 (흑석동 청호아파트),6986,126.9627348,37.50190323,H,흑석동,126.9665908,37.50577502
동작구,상도건영(본동2-2),재개발,552,만양로 26 (상도동 건영아파트),6918,126.9495436,37.50763053,H,노량진1동,126.9420162,37.5123068
동작구,사당신동아(사당5),재개발,333,동작대로29길 118 (사당동 신동아아파트),6998,126.9771482,37.49104148,H,사당2동,126.9792534,37.4887525
동작구,상도신동아(상도1),재개발,925,만양로 19 (노량진동 신동아리버파크아파트),6920,126.9457185,37.50707255,H,노량진1동,126.9420162,37.5123068
동작구,상도래미안1차(상도2),재개발,164,등용로 37 (상도동 상도래미안1차아파트),6948,126.9331339,37.50523976,H,상도2동,126.942311,37.50546652
동작구,상도3쌍용,재개발,65,상도로 107 (상도동 쌍용스윗닷홈),6952,126.9310692,37.5024023,H,상도3동,126.9313282,37.49920406
동작구,본동한신휴플러스(본동2-3),재개발,134,매봉로 99 (본동 한신휴플러스아파트),6916,126.9491302,37.5092063,H,노량진1동,126.9420162,37.5123068
동작구,본동SH-ville(본동4),재개발,176,노량진로22길 60 (본동 본동 에스에이치빌),6915,126.9496893,37.51078906,H,노량진1동,126.9420162,37.5123068
동작구,상도SH-ville(상도4),재개발,953,상도로53길 70 (상도동 상도에스에이치빌),6977,126.954541,37.50253458,H,상도1동,126.9497453,37.50323182
동작구,흑석한강센트레빌(흑석5),재개발,655,흑석한강로 12 (흑석동 흑석한강센트레빌),6981,126.9645125,37.50517984,H,흑석동,126.9665908,37.50577502
동작구,두산위브(사당),재건축,451,사당로13길 31 (사당동 두산위브 트레지움),7004,126.9712548,37.485803,H,사당3동,126.9720854,37.48662464
동작구,래미안트윈파크(본동5),재개발,523,노량진로23가길 23 (본동 래미안 트윈파크),6902,126.9517825,37.51330347,H,노량진1동,126.9420162,37.5123068
동작구,흑석한강푸르지오(흑석4),재개발,863,흑석한강로 27 (흑석동 흑석한강푸르지오),6981,126.9662844,37.50409942,H,흑석동,126.9665908,37.50577502
동작구,흑석한강센트레빌2차(흑석6),재개발,963,서달로 91 (흑석동 흑석한강센트레빌2차),6975,126.958891,37.50316562,H,흑석동,126.9665908,37.50577502
동작구,사당동 303-187 공공원룸텔(구 303-37),기타임대,30,남부순환로255다길 20 (사당동),7021,126.9713764,37.47748626,H,사당1동,126.9786716,37.48315533
동작구,상도동 효성해링턴플레이스,재건축,202,상도로 207 (상도동 상도효성해링턴플레이스),6921,126.9418563,37.50557126,H,상도2동,126.942311,37.50546652
동작구,상도두산위브트레지움,재건축,582,상도로30길 40 (상도동 상도2차두산위브트레지움아파트),6964,126.942467,37.50431826,H,상도2동,126.942311,37.50546652
동작구,상도파크자이(상도제10구역),재개발,471,장승배기로11가길 11 (상도동 상도파크자이),6937,126.9389112,37.50556599,H,노량진2동,126.9373593,37.50853102
동작구,래미안 로이파크(사당1구역),행복(재건축),668,사당로 23길 112(사당동16 래미안로이파크),7001,126.9734721,37.48779573,H,사당3동,126.9720854,37.48662464
동작구,아크로리버하임(흑석7구역),재개발행복(리츠2호),1073,동작구 현충로 52(흑석동 아크로리버하임),6909,126.9622042,37.5096318,H,흑석동,126.9665908,37.50577502
동작구,에듀포레아파트(흑석8구역),재개발행복(리츠2호),545,동작구 서달로 123(흑석동 232-55),6973,126.9596731,37.50421186,H,흑석동,126.9665908,37.50577502
동작구,e편한세상상도노빌리티(상도대림),행복(재건축),893,동작구 만양로 6(상도동 903),6919,126.9469878,37.50495703,H,상도2동,126.942311,37.50546652
동작구,학수복합,행복(리츠2호),7,사당로27길 215(사당3동 177-1),6989,126.9707109,37.49146416,H,사당3동,126.9720854,37.48662464
마포구,성산,영구임대,1807,월드컵로 207 (성산동 도시개발공사성산아파트),3953,126.9014799,37.56462705,H,성산2동,126.9089971,37.56865612
마포구,염리상록,주거환경,678,숭문길 106 (염리동 상록아파트),4127,126.9467959,37.55092488,H,염리동,126.9456557,37.54706196
마포구,창전삼성,재개발,311,서강로 95 (창전동 창전동삼성아파트),4064,126.9321001,37.55204413,H,서강동,126.9320306,37.54774687
마포구,도화현대2차,재개발,793,새창로8길 72 (도화동 현대2차아파트),4180,126.9513421,37.5386455,H,도화동,126.9498826,37.54154972
마포구,공덕삼성(공덕1),재개발,226,마포대로 115-8 (공덕동 공덕삼성아파트),4145,126.9506223,37.54591501,H,아현동,126.9559037,37.55448325
마포구,마포태영(대흥태영),재개발,568,독막로 266 (대흥동 대흥동태영아파트),4153,126.9423896,37.54386754,H,용강동,126.942776,37.54227449
마포구,신공덕삼성,재개발,376,백범로37길 6 (신공덕동 신공덕1차삼성래미안아파트),4193,126.9563522,37.54241166,H,공덕동,126.9600345,37.55017435
마포구,신공덕2삼성,재개발,103,만리재로 74 (신공덕동 신공덕2차삼성래미안),4187,126.9588792,37.54648418,H,공덕동,126.9600345,37.55017435
마포구,염리삼성,재개발,109,백범로25길 83 (염리동 염리삼성래미안),4139,126.947809,37.54983792,H,염리동,126.9456557,37.54706196
마포구,공덕2삼성(공덕2),재개발,199,만리재옛길 101 (공덕동 삼성래미안공덕2차아파트),4204,126.9609287,37.55132369,H,공덕동,126.9600345,37.55017435
마포구,상암월드컵1,공공임대,820,월드컵북로47길 8 (상암동 상암월드컵아파트 1단지),3913,126.8933399,37.57475815,H,상암동,126.8946894,37.57832091
마포구,외국인임대(DMC빌),외국인,175,월드컵북로60길 13 (상암동 DMC VILLE(외국인임대주택)),3921,126.8846707,37.58234376,H,상암동,126.8946894,37.57832091
마포구,상암3-8단지,국민,840,월드컵로42길 12 (상암동 상암월드컵8단지),3906,126.8826775,37.57806108,H,상암동,126.8946894,37.57832091
마포구,망원동 동원데자뷰,재건축,101,방울내로9안길 57 (망원동 동원데자뷰아파트),3955,126.9002321,37.56034735,H,망원2동,126.9023251,37.56031117
마포구,월드컵아이파크1차,재건축,320,모래내로9길 6 (성산동 월드컵아이파크),3952,126.9141552,37.56713226,H,성산2동,126.9089971,37.56865612
마포구,월드컵아이파크2차,재건축,70,모래내로9길 3 (성산동 월드컵아이파크),3952,126.9133393,37.56690758,H,성산2동,126.9089971,37.56865612
마포구,상암월드컵파크11단지(상암2지구1단지),국민장기,588,월드컵북로 502-37 (상암동 상암월드컵파크11단지),3916,126.8822865,37.587757,H,상암동,126.8946894,37.57832091
마포구,상암월드컵파크10단지(상암2지구3단지),국민장기,861,월드컵북로 502-36 (상암동 상암월드컵파크10단지),3918,126.8819727,37.58633285,H,상암동,126.8946894,37.57832091
마포구,상암월드컵파크9단지(상암2지구4단지),국민장기,1036,월드컵북로 501 (상암동 상암월드컵파크9단지),3902,126.8781707,37.58479973,H,상암동,126.8946894,37.57832091
마포구,상암월드컵파크12단지(상암2지구2단지),국민장기,380,월드컵북로 502-7 (상암동 상암월드컵파크12단지),3915,126.8807134,37.58683073,H,상암동,126.8946894,37.57832091
마포구,래미안공덕5차(공덕5),재개발,794,마포대로 173-15 (공덕동 래미안 공덕5차),4131,126.9521826,37.55119055,H,아현동,126.9559037,37.55448325
마포구,연남동희망하우징,기타임대,30,성미산로17길 79 (연남동 서울공공주택연남동희망원룸),3974,126.9171983,37.56502168,H,연남동,126.9220774,37.56457135
마포구,메세나폴리스(합정1),재개발,617,양화로 45 (서교동 메세나폴리스),4036,126.9139502,37.5515008,H,서교동,126.9145907,37.55510931
마포구,마포자이2차(대흥3),재개발,558,서강대길 40 (대흥동 마포자이2차아파트),4111,126.9411877,37.54918573,H,대흥동,126.9434175,37.54994771
마포구,래미안마포리버웰(용강2),재개발,563,토정로31길 23 (용강동 마포 리버웰),4161,126.9414797,37.54163226,H,용강동,126.942776,37.54227449
마포구,래미안밤섬리베뉴1차(상수1),재개발,429,독막로20나길 22 (상수동 래미안 밤섬리베뉴Ⅰ),4076,126.9248948,37.54606939,H,서강동,126.9320306,37.54774687
마포구,래미안밤섬리베뉴2차(상수2),재개발,530,독막로20나길 21 (상수동 래미안 밤섬리베뉴Ⅱ),4077,126.9269794,37.54687421,H,서강동,126.9320306,37.54774687
마포구,e편한세상 마포리버파크(용강3),재개발,547,토정로31길 24 (용강동 e편한세상 마포3차),4166,126.9437583,37.54235443,H,용강동,126.942776,37.54227449
마포구,공덕자이(아현4),재개발,201,마포대로26길 22 (아현동 공덕자이 아파트),4202,126.9588378,37.55467496,H,공덕동,126.9600345,37.55017435
마포구,현석2구역,재개발,773,토정로18길 11 (현석동 래미안웰스트림),4091,126.934817,37.54386406,H,신수동,126.9352269,37.54702066
마포구,아현 I-PARK(아현1-3),재개발,497,마포대로 246(아현동 아현 I-PARK),4201,126.9585916,37.55534846,H,공덕동,126.9600345,37.55017435
마포구,마포자이3차(염리2구역),재개발행복(리츠2호),927,마포구 숭문길 98(염리동 45),4126,126.9466393,37.55026933,H,염리동,126.9456557,37.54706196
마포구,마포 창전1단지,행복(재건축),276,마포구 서강로3길 32(창전동 27-19),4065,126.9308444,37.5500194,H,서강동,126.9320306,37.54774687
마포구,신수1단지,행복(재건축),1015,마포구 광성로 17(신수동 93-102),4094,126.9355201,37.55031451,H,신수동,126.9352269,37.54702066
서대문구,홍제유원(홍제1),재개발,150,세검정로 134 (홍제동 유원하나아파트),3620,126.9519089,37.59468497,H,홍제3동,126.9497434,37.59378218
서대문구,홍은벽산(홍은5-3),재개발,1509,세검정로1길 95 (홍은동 홍은벽산아파트),3612,126.9456208,37.59582542,H,홍은1동,126.9471083,37.59891668
서대문구,북가좌삼호(북가좌2),재개발,267,거북골로 154 (북가좌동 북가좌삼호아파트),3690,126.9137835,37.57656261,H,북가좌2동,126.911205,37.58150598
서대문구,인왕산현대(홍제4),재개발,246,통일로34길 46 (홍제동 인왕산현대아파트),3633,126.9499573,37.58585705,H,홍제2동,126.9493953,37.58615243
서대문구,홍제원현대(홍제3),재개발,482,통일로34길 43 (홍제동 홍제원현대아파트),3631,126.9487945,37.58833572,H,홍제2동,126.9493953,37.58615243
서대문구,독립문극동(현저4),재개발,600,독립문공원길 17 (현저동 독립문극동아파트),3733,126.9551984,37.57238119,H,천연동,126.9584044,37.56748014
서대문구,남가좌현대(남가좌6),재개발,330,가재울로 45 (남가좌동 남가좌동현대아파트),3710,126.9208471,37.5756789,H,남가좌2동,126.9238743,37.57844785
서대문구,DMC래미안클라시스(남가좌7),재개발,358,증가로 191 (남가좌동 남가좌삼성아파트),3686,126.9173896,37.57849412,H,남가좌2동,126.9238743,37.57844785
서대문구,냉천동부(냉천),재개발,76,독립문로14길 64-6 (냉천동 동부센트레빌아파트),3745,126.9609374,37.56697653,H,천연동,126.9584044,37.56748014
서대문구,가재울아이파크(가재울뉴타운1),재개발,452,거북골로14길 32 (북가좌동 DMC아이파크아파트),3690,126.9144668,37.57695495,H,북가좌2동,126.911205,37.58150598
서대문구,DMC센트레빌(가재울뉴타운2),재개발,473,거북골로 120 (남가좌동 DMC센트레빌아파트),3690,126.9160975,37.57548326,H,남가좌2동,126.9238743,37.57844785
서대문구,홍은센트레빌(홍은10),재개발,48,통일로 553 (홍은동 홍은 센트레빌),3647,126.938208,37.5972184,H,홍은2동,126.9342291,37.58015154
서대문구,돈의문센트레빌(서대문센트레빌),재개발,120,독립문로14길 33 (냉천동 돈의문센트레빌),3746,126.9592895,37.56591992,H,천연동,126.9584044,37.56748014
서대문구,동원베네스트,재건축,195,홍은중앙로1길 65 (홍은동 동원베네스트아파트),3613,126.9444566,37.59848343,H,홍은1동,126.9471083,37.59891668
서대문구,DMC래미안e편한세상(가재울뉴타운3),재개발,3293,수색로 100 (북가좌동 DMC래미안e편한세상),3709,126.9078149,37.57472719,H,북가좌1동,126.9102037,37.57434412
서대문구,북아현1-2구역(아현역푸르지오),재개발,940,북아현로1길 50 (북아현동아현역푸르지오),3770,126.9528112,37.55969,H,북아현동,126.9569057,37.55957245
서대문구,홍제금호어울림,재건축,296,모래내로 411 (홍제동 홍제금호어울림),3644,126.9409086,37.58505729,H,홍제1동,126.944974,37.58772178
서대문구,DMC파크뷰자이(가재울4),재개발,4300,가재울미래로 2 (남가좌동 DMC파크뷰자이),3711,126.9178974,37.57442036,H,남가좌1동,126.9197863,37.57327343
서대문구,e편한세상신촌아파트(북아현1-3구역),재개발행복(리츠2호),2236,북아현로1가길 20(북아현동 e편한세상신촌 1단지) ,3768,126.9513991,37.55806808,H,북아현동,126.9569057,37.55957245
서대문구,북한산더샵(홍은12),재개발,552,통일로510(홍은동 북한산 더샵),3615,126.9411674,37.59457019,H,홍은1동,126.9471083,37.59891668
서대문구,홍제센트럴아이파크아파트(홍제2구역),재개발행복(리츠2호),906,서대문구 통일로 395(홍제동 156),3730,126.9444913,37.58461475,H,홍제1동,126.944974,37.58772178
서대문구,연희파크푸르지오,행복(재건축),396,서대문구 홍제천로136(연희동 747),3695,126.9275107,37.57513727,H,연희동,126.9352308,37.57391001
서대문구,DMC센트럴아이파크,행복(재건축),1061,서대문구 증가로 150(남가좌동 388),3670,126.9210192,37.57805476,H,남가좌2동,126.9238743,37.57844785
서대문구,북한산 두산위브(홍은14구역),재개발행복(리츠2호),457,서대문구 홍은중앙로3길 9(홍은동19-19),3610,126.9446543,37.59900178,H,홍은1동,126.9471083,37.59891668
서대문구,DMC에코자이,재개발,994,서대문구 거북골로84(남가좌동 224-1),3610,126.9184813,37.57822963,H,남가좌2동,126.9238743,37.57844785
서대문구,래미안루센티아,재개발행복(리츠2호),939,거북골로 100(남가좌동175),3689,126.9182356,37.57571839,H,남가좌2동,126.9238743,37.57844785
서초구,방배SH-ville(방배2),재개발,81,과천대로 908 (방배동 방배에스에이치빌아파트),6760,126.9834788,37.47204765,H,방배2동,126.9855736,37.47982625
서초구,래미안서초스위트,재건축,392,서운로 221 (서초동 래미안서초스위트아파트),6608,127.019869,37.50209719,H,서초4동,127.024089,37.50272828
서초구,반포자이,재건축,3410,신반포로 270 (반포동 반포자이아파트),6544,127.011582,37.50786022,H,반포1동,127.0133771,37.50509061
서초구,서초두산위브트레지움,재건축,98,서운로 194 (서초동 두산위브트레지움아파트),6613,127.0232038,37.50053838,H,서초4동,127.024089,37.50272828
서초구,래미안퍼스티지,재건축,2444,반포대로 275 (반포동 래미안퍼스티지아파트),6547,126.9959653,37.50239027,H,반포2동,126.9945035,37.50459389
서초구,서초교대이편한세상,재건축,435,서초중앙로24길 33 (서초동 서초교대이편한세상),6603,127.0170548,37.49575347,H,서초4동,127.024089,37.50272828
서초구,반포리체,재건축,1119,고무래로 35 (반포동 반포리체아파트),6597,127.0124545,37.50446749,H,반포1동,127.0133771,37.50509061
서초구,우면2지구 다세대(네이처힐가든),기타임대,115,형촌길 60 (우면동 네이처힐 가든),6765,127.0201363,37.46453058,H,양재1동,127.0267288,37.47163933
서초구,우면2-4(서초네이처힐4단지),국민장기,409,태봉로2길 65 (우면동 서초네이처힐4단지),6764,127.0257879,37.46412574,H,양재1동,127.0267288,37.47163933
서초구,우면2-5(서초네이처힐5단지),국민장기,509,태봉로2길 5 (우면동 서초네이처힐5단지),6764,127.0242166,37.46298035,H,양재1동,127.0267288,37.47163933
서초구,우면2-7(서초네이처힐7단지),국민,275,태봉로2길 10 (우면동 서초네이처힐7단지),6764,127.0232663,37.4620461,H,양재1동,127.0267288,37.47163933
서초구,우면2-2(서초네이처힐2),국민장기,133,형촌길 15 (우면동 서초네이처힐2단지),6765,127.0214626,37.46329893,H,양재1동,127.0267288,37.47163933
서초구,우면2-1(서초네이처힐1),외국인장기,178,형촌길 35 (우면동 서초네이처힐1단지),6765,127.019107,37.46410908,H,양재1동,127.0267288,37.47163933
서초구,우면2-3(서초네이처힐3단지),국민장기,1251,태봉로2길 60 (우면동 서초네이처힐3단지),6764,127.0271812,37.4656521,H,양재1동,127.0267288,37.47163933
서초구,우면2-6(서초네이처힐6),국민장기,382,태봉로2길 30 (우면동 서초네이처힐6단지),6764,127.0256508,37.46115288,H,양재1동,127.0267288,37.47163933
서초구,양재시프트(양재리본타워),장기전세,231,바우뫼로18길 20 (양재동 양재리본타워1단지),6755,127.0321484,37.47288975,H,양재1동,127.0267288,37.47163933
서초구,내곡7(서초포레스타7단지),장기전세,310,청계산로11길 7-12 (신원동 서초포레스타7단지),6802,127.056065,37.44855179,H,내곡동,127.0769169,37.45824631
서초구,서초방배롯데캐슬,재건축,744,방배천로18길 11 (방배동 방배롯데캐슬아르떼),6676,126.9831036,37.48360493,H,방배2동,126.9855736,37.47982625
서초구,내곡5(서초포레스타5단지),장기전세,547,청계산로7길 43 (신원동 서초포레스타5단지),6798,127.0576835,37.45114197,H,내곡동,127.0769169,37.45824631
서초구,내곡3(서초포레스타3단지),장기전세,482,헌릉로8길 22 (신원동 서초포레스타3단지),6798,127.0591797,37.45526904,H,내곡동,127.0769169,37.45824631
서초구,양재동212장기전세(양재리본타워2단지),장기전세,390,매헌로16길 40 (양재동 양재리본타워2단지),6770,127.0361709,37.46493104,H,양재2동,127.0412887,37.47063322
서초구,내곡1(서초더샵포레1단지),장기전세,1264,헌릉로8길 58 (내곡동 서초더샵포레),6800,127.0624773,37.45324439,H,내곡동,127.0769169,37.45824631
서초구,서초삼익롯데캐슬프레지던트,재건축,280,서초중앙로24길 57 (서초동 서초롯데캐슬프레지던트),6613,127.0194178,37.49697279,H,서초4동,127.024089,37.50272828
서초구,서초포레스타6단지(내곡),영구국민장기,585,청계산로9길 1-12 (신원동 서초포레스타6단지),6802,127.0562414,37.44968266,H,내곡동,127.0769169,37.45824631
서초구,서초포레스타2단지(내곡),국민장기,1077,헌릉로8길 45 (내곡동 서초 포레스타 2단지),6800,127.0625466,37.45468985,H,내곡동,127.0769169,37.45824631
서초구,내곡보금자리주택지구 도시형생활주택(행복주택-서초선포레),행복(공사 건설형),87,청계산로9길 1-3 (신원동 서초 선포레),6802,127.0550362,37.44853714,H,내곡동,127.0769169,37.45824631
서초구,래미안신반포팰리스,재건축,843,잠원로8길 35(잠원동 래미안 신반포 팰리스) ,6518,127.0116617,37.5150997,H,잠원동,127.0141028,37.51491869
서초구,아크로리버파크반포,재건축,1612,신반포로15길 19 (반포동 아크로리버파크),6503,126.9926731,37.506252,H,반포2동,126.9945035,37.50459389
서초구,래미안서초에스티지,재건축,421,서운로 107(서초동 래미안서초에스티지),6624,127.0254533,37.49300713,H,서초2동,127.0249585,37.4920746
서초구,서초푸르지오써밋,재건축,907,서운로 201(서초동 서초푸르지오써밋) ,6608,127.0201266,37.50132463,H,서초4동,127.024089,37.50272828
서초구,반포래미안아이파크(서초한양),행복(재건축),829,서초중앙로 220(반포동32-5 반포래미안아이파크),6599,127.0124717,37.50151093,H,반포1동,127.0133771,37.50509061
서초구,래미안서초에스티지S(서초우성2차),행복(재건축),593,서운로 104(서초동 래미안서초에스티지S),6625,127.0264914,37.4934156,H,서초2동,127.0249585,37.4920746
서초구,센트럴 IPARK(상아3차),행복(재건축),416,삼성로 629(삼성동22 센트럴아이파크),6094,127.051251,37.51576932,H,삼성2동,127.0460706,37.51126688
서초구,반포센트럴푸르지오써밋,행복(재건축),764,서초구 고무래로 89(반포동 30-20 반포센트럴푸르지오써밋),11650,127.0185009,37.5009526,H,반포1동,127.0133771,37.50509061
서초구,신반포자이(반포한양),행복(재건축),607,서초구 평창길 75(잠원동 66),3002,127.00806,37.51017745,H,반포3동,127.0035469,37.50878544
