정류소명,X좌표,Y좌표,정류버스수
영신여자고등학교입구,127.0809595518,37.6492971704,3
기업은행중계동지점,127.0774262384,37.6506925171,3
상계중학교정문,127.068029381,37.6524221121,3
상계6.7동주민센터,127.06725044,37.6544281707,3
벽산아파트103동,127.0717364626,37.6606460653,3
상계주공12단지1202동,127.0598056124,37.6648622202,3
송중동경남아너스빌정문,127.0341744435,37.6133294336,3
불암현대아파트,127.0793464884,37.6680183612,3
상계벽산아파트,127.0736059218,37.6610649573,3
상계시장,127.0771622658,37.6650865926,3
방학중학교,127.0325992054,37.6667775954,3
코오롱아파트.양지대림아파트,127.070652,37.652536,3
중계주공3단지,127.0772632777,37.6569694888,3
중계주공2단지,127.077945,37.656805,3
장석교회,127.0507232661,37.6240753212,3
양지근린공원,127.0765400742,37.6472311455,3
하계2동주민센터,127.0682038825,37.6317976325,3
청솔7단지앞,127.0722710016,37.6316781808,3
공릉동.동신아파트앞,127.077747623,37.62806084,3
원자력병원공릉동삼익2차아파트,127.0796747555,37.6260043673,3
대림벽산아파트,127.0766788693,37.6473032334,3
홍파복지원미주아파트,127.0554609986,37.6798317125,3
수락리버시티1단지후문,127.0511515501,37.6891133837,3
은빛아파트2단지,127.0552854311,37.6802092788,3
중평초등학교,127.065504919,37.6362917184,3
상계주공10단지상가,127.0574348413,37.6613362955,3
임광아파트상가,127.0576276742,37.6611963727,3
508단지입구,127.0064220028,37.599207759,3
산장빌라,127.0074274642,37.5988103839,3
성신여대후문,127.0222386712,37.5890185186,3
용문중고교,127.0231895439,37.5873688272,3
솔샘터널,127.0090651455,37.6186772084,3
한신대학교,127.0131612808,37.6353876486,3
한양대앞.한양시장,127.0410078788,37.5585803422,3
면목5동,127.075880031,37.5857367126,3
면목2동한신아파트,127.0738109063,37.5875179332,3
신성은하수아파트,127.0735503527,37.5888938794,3
고미술상가,127.0574527443,37.5634751321,3
촬영소사거리.우성그린아파트,127.0668086466,37.5735435197,3
휘경유수지견인차고지앞,127.0684011686,37.5883865363,3
봉화초등학교,127.0915126798,37.6138843664,3
정화여자중.상업고등학교,127.041681835,37.5867232801,3
제기시장,127.0349914136,37.5865296032,3
청량리한신아파트,127.0477350727,37.5865707293,3
동대문노인종합복지관,127.0497720726,37.5860970389,3
정병원,127.0419327395,37.6619843643,3
강동성심병원(동신중학교),127.1354205906,37.5374884834,3
천동초등학교.천호도서관,127.1369130009,37.5406088178,3
압구정중고등학교.현대아파트,127.0338028286,37.5300781348,3
임피리얼팰리스호텔워터게이트,127.0352146812,37.5135490972,3
래미안.그레이튼.아파트,127.0457756625,37.4960000287,3
도곡동개포한신아파트,127.0503039552,37.4870517352,3
개포우성아파트,127.0579112163,37.4765959955,3
도곡교회.인바디빌딩,127.0554936481,37.4743931749,3
구룡사앞,127.0493482702,37.4703704877,3
도곡교회.인바디빌딩.건너,127.0555259644,37.4742149817,3
우성캐릭터빌아파트,127.0505955875,37.4869426496,3
역삼2동주민센터.대림역삼아파트,127.0459062033,37.4962198177,3
도산공원,127.033356125,37.5227700002,3
동묘역앞,127.0156381868,37.5716870314,3
성동공업고등학교(무궁화회관),127.0158931315,37.5683563106,3
경남임광아파트,127.0006234714,37.4769804176,3
서울지방법무사회,126.9986552738,37.4799982895,3
내방역2번출구,126.9942653418,37.4867275312,3
방배동삼호아파트,126.9882455005,37.4963131174,3
신세계앞,126.981632,37.560919,3
남산3호터널,126.9828003712,37.5584865568,3
용산한신아파트,126.987184841,37.5397877063,3
신반포자이아파트,127.0079276611,37.5094509881,3
잠원성당,127.0069295563,37.5134935368,3
잠원성당.아크로리버뷰아파트,127.0069218342,37.5136817278,3
이태원동남산대림아파트.용산동아파트,126.9873585707,37.5397464596,3
용암초등학교입구.이태원주공아파트,126.9886108777,37.5437645733,3
약수역10번출구,127.009200988,37.5563680878,3
서울교대정문앞,127.0162439582,37.488862735,3
신사동교회,127.0306739119,37.520600723,3
래미안에스티지에스,127.0260354162,37.4931865944,3
언북중학교입구,127.0307697977,37.5203986773,3
동대문구청.용두역4번출구,127.0393317952,37.5736491376,3
성수초등학교,127.0642979313,37.5428770679,3
장곡초교앞,127.047631684,37.617751121,3
예림당아트홀.신한은행전산센터,127.0440700787,37.4981583825,3
역삼역.GS타워,127.0367479574,37.5013794029,3
노들역앞,126.9521460629,37.5132433969,3
신촌역2호선,126.940050968,37.5562031003,3
서울특별시.보라매병원,126.9240505191,37.4928236673,3
KBS,126.9182905729,37.5246594868,3
청계8가.영도교,127.0182740454,37.5708946343,3
마포아트센터,126.943886457,37.5499485744,3
신촌기차역입구,126.943850545,37.5567274301,3
서강대학교후문,126.944049767,37.55047645,3
황학동롯데캐슬,127.0221630322,37.5717079986,3
동부제일병원.망우리공원,127.108905521,37.600492037,3
세종초등학교.세종사이버대학교앞,127.0732517227,37.5534111107,3
군자새마을금고앞,127.0711180108,37.5513527392,3
장안초등학교,127.0705323647,37.5485110583,3
성동세무서,127.0643422865,37.5481716467,3
제인병원,127.0569040503,37.5492023116,3
성동세무서앞,127.0624212567,37.548046712,3
우리은행화양동지점,127.0661978728,37.5481599541,3
화양시장앞,127.0706360722,37.5487076473,3
군자새마을금고.성동광진위센터,127.0712836086,37.5518562501,3
세종초교앞,127.0742166138,37.553820391,3
세진약국앞,127.0759998268,37.5561716863,3
한양수자인사가정파크,127.0925731251,37.5798573408,3
중화중학교삼거리,127.0948314552,37.5864373874,3
동곡삼거리,127.0781645923,37.5635920634,3
숙명여대후문.이봉창활동터,126.9632249984,37.54581797,3
한겨레신문사입구,126.9591522054,37.5459388772,3
대한노인회,126.9577200371,37.5435884693,3
후암동종점,126.980983,37.546667,3
한국산업인력공단서울지역본부,127.0729633081,37.5838702734,3
장안현대홈타운앞,127.0758201401,37.569556142,3
구민회관앞,127.0740850494,37.5665633665,3
장안사거리,127.0704834921,37.5724069886,3
촬영소사거리.세양청마루아파트앞,127.0654442145,37.572744607,3
한양아파트.청솔우성아파트후문,127.058754743,37.5728729552,3
현대벤처빌,127.0690898711,37.5681874548,3
경남호텔앞,127.0700076998,37.569609597,3
새서울병원,127.071773474,37.5731119909,3
동양쇼핑,127.0785798226,37.6154176872,3
우리은행,127.0768005177,37.6157468275,3
묵동명사약국,127.0755021633,37.6149487718,3
중랑교동부시장,127.0726382279,37.5938765671,3
중화2동새마을금고,127.0723460095,37.5952332745,3
중화2동체육공원,127.0735864867,37.6000550395,3
현대벤처빌.현대썬앤빌,127.0694143748,37.5689152374,3
전농시장앞,127.0472036646,37.5761800776,3
동대문구답십리도서관앞,127.0512536504,37.5738601021,3
성수동SK아파트형공장앞,127.0501055291,37.5457510836,3
새우개마을,127.10347,37.618204,3
중곡동성당앞,127.08273817,37.5629278921,3
망우동금호어울림아파트,127.1080165435,37.6023505418,3
상봉터미널입구,127.0935232699,37.5942257176,3
래미안하이리버아파트,127.0254538185,37.5514625892,3
극동그린아파트앞,127.0112950652,37.5417935155,3
금호동벽산아파트,127.0255907247,37.5511501694,3
금호고등학교,127.0224946889,37.5533200953,3
대현산배수지공원입구,127.0199630919,37.5562598656,3
용마사거리,127.0819134021,37.5623685767,3
한양공원,127.1137636696,37.5037189227,3
송파2동한양삼성아파트,127.1156407725,37.5060318962,3
삼성래미안아파트후문,127.1317400883,37.4888793939,3
문정시영가락프라자아파트,127.134294867,37.4910817254,3
가락2동프라자아파트,127.1342247726,37.4931203142,3
송파동한양1차아파트,127.1155123485,37.505972783,3
송파2동한양아파트,127.1138685563,37.5038854209,3
상일동주민센터.고덕사회체육센터,127.1683280803,37.5504122241,3
길동역3번출구,127.1398552738,37.5373489921,3
아남.대우아파트,127.144887,37.55778,3
상일동주민센터.롯데캐슬베네루체,127.168260544,37.5503605741,3
신사역사거리,127.0193254936,37.5174199937,3
삼정호텔,127.0317185058,37.5067259465,3
수서역5번.출구,127.1019875648,37.48699564,3
하나은행,127.0582747975,37.5034460327,3
대치사거리,127.058666,37.503126,3
개포4동주민센터개포지구대,127.0511491809,37.4794808497,3
청담천주교회,127.0499673538,37.5194885827,3
청파동,126.9700368691,37.5488049673,3
서울창업카페상봉점,127.0843278399,37.5922624438,3
메세나폴리스,126.9127871302,37.5507380071,3
마포구청.성산자동차검사소,126.902238361,37.5648031032,3
마포구청,126.9019554296,37.5649434244,3
명지대사거리,126.920594498,37.5771097596,3
산울림소극장,126.9301852777,37.5549479289,3
홍익대학교,126.9246503882,37.5530562847,3
홍대입구역사거리,126.92200691,37.5547900721,3
송파파인타운3단지.한림예고,127.1328158573,37.4849877909,3
혜화동로터리,127.0008280557,37.5857259848,3
송파파인타운2단지.구립송파복지센터,127.1326741365,37.4850196269,3
문정동래미안아파트남문,127.1303244474,37.4888684741,3
일원주유소.삼성서울병원후문,127.0876807427,37.4906568823,3
문정동현대아파트,127.1276958006,37.4903945216,3
문정중학교후문,127.1306728463,37.4884239772,3
건영아파트앞,127.1264088188,37.481748967,3
송파구립산모건강증진센터,127.1271911316,37.4781470066,3
위례자연앤래미안e편한세상.위례,127.1443215134,37.4670927665,3
송파더센트레.송례초앞,127.1390056766,37.4784105512,3
삼전역.잠실현대아파트,127.0873090174,37.5036949931,3
삼호가든3차아파트,127.0122739031,37.4998850706,3
삼호가든사거리.반포도서관,127.0115250322,37.5027788588,3
송파더센트레.송례중앞,127.14071149,37.4782688423,3
국방전직교육원.밀리토피아시티,127.1440536653,37.4673530879,3
복정역1번출구,127.1269612008,37.4723323208,3
단대오거리역.세이브존,127.155360125,37.4444232286,3
단대오거리역.(구)종점,127.1557363943,37.4440004344,3
길동성당,127.1479929287,37.5442363138,3
길동신동아아파트,127.1470965338,37.541311037,3
올림픽대교남단,127.1154048122,37.5267086701,3
송파참병원,127.1374155014,37.5038696114,3
방이역,127.1264105229,37.509057709,3
강동역.강풀만화거리입구,127.1307893247,37.5362118233,3
인애가요양병원,127.1350166301,37.5053666758,3
거여역종점,127.1456871287,37.4930347575,3
가락동쌍용아파트앞,127.1299505422,37.4939207444,3
호반써밋송파2차,127.1407540709,37.4836024306,3
잠실리센츠아파트앞,127.0913222487,37.5119244799,3
호반써밋송파1차,127.1405743318,37.484324611,3
송파도서관,127.1358633194,37.4999709276,3
갤러리아팰리스,127.0929009355,37.511313049,3
우창아파트,127.1359273655,37.4998470676,3
종점,127.1527213328,37.4927259745,3
송파두산위브.송파소방서,127.1416746104,37.5001192786,3
송파사회복지관.성요셉성당,127.1406810355,37.4980858723,3
암사3동주민센터(강동롯데캐슬퍼스트),127.139277456,37.5547456875,3
암사역선사현대아파트,127.1276704909,37.5508326562,3
암사역2번출구.암사종합시장,127.1273829196,37.5496336213,3
암사3동주민센터프라이어팰리스,127.1393196613,37.5546475962,3
강동리버스트8단지,127.1770062808,37.5727337344,3
가락대림아파트,127.1180110357,37.4997654716,3
몽촌토성역,127.1130834564,37.5183760443,3
잠실역9번출구,127.1041529981,37.5146793943,3
강동첨단업무단지.상일여고입구,127.1731258422,37.5493911965,3
송파사거리,127.1086316515,37.5015052727,3
잠실새내역앞,127.0859366568,37.5104016096,3
송파사거리.석촌시장,127.1091422968,37.5016133971,3
위례신안인스빌.중앙푸르지오,127.1436820754,37.4751548694,3
송파나루역.방이시장,127.1129588732,37.5118180251,3
위례중앙푸르지오.신안인스빌,127.143330499,37.4747525197,3
상일초교,127.1712289312,37.5460919278,3
한성백제박물관,127.1193266666,37.5153469457,3
삼성2문화센터,127.0461658232,37.5110320954,3
반포동,127.023371077,37.5064867804,3
우면주공아파트.우면한라아파트,127.0255937788,37.4708029246,3
우면주공아파트.양재1동주민센터,127.0258271933,37.4707524429,3
우면코오롱아파트,127.0279833449,37.472154792,3
교보타워,127.023986,37.505852,3
영동시장논현역,127.0218369312,37.5102719324,3
라마다서울호텔앞,127.0464486435,37.5109465475,3
강일리버파크3단지,127.1747991483,37.5653304811,3
강일리버파크3단지.1단지,127.1743021623,37.5682989304,3
대왕파출소,127.1078082277,37.4651263826,3
세곡동사거리,127.1085031518,37.4656925197,3
문현고등학교.송파파인타운5단지,127.1294304187,37.4806227955,3
서초유스센터.서초아트자이,127.0105605243,37.4854983218,3
지하철2호선방배역,126.9966259492,37.4812672268,3
방배동대우효령아파트앞,126.9942359549,37.4803467166,3
창신교회.서리풀노리학교,127.0211892004,37.4902399015,3
서초2동주민센터서이초등학교,127.0256283107,37.4916097852,3
언남고포이성당앞,127.0458013763,37.4720798956,3
이태원역.보광동 입구,126.9941437405,37.5336299133,3
숙명여대정문,126.9640836997,37.5450738148,3
숙명여대도서관앞,126.9664724353,37.5449391337,3
남영동주민센터,126.9750333383,37.5454613621,3
이태원역.보광동입구,126.9942272969,37.5336168342,3
프레스센터,126.9772622578,37.5673575582,3
서울시인재개발원입구,127.0224066461,37.4829928478,3
서울중앙지방검찰청,127.0063907898,37.4946605227,3
반포한강공원.세빛섬,126.9975824772,37.512102979,3
서울중앙지방검찰청대검찰청,127.0063341369,37.494401214,3
서초역3번출구,127.0080245378,37.4908473102,3
구룡산입구,127.0624045133,37.4778281172,3
서울스퀘어앞,126.9727847001,37.5553184951,3
원불교앞,127.0421642937,37.4835040182,3
삼익아파트앞,127.0415392619,37.4900624512,3
동원산업앞,127.0453801964,37.4766372837,3
구룡사,127.0483893832,37.4737573854,3
일원1동주민센터,127.0875334348,37.4919789548,3
방배초등학교,126.9867078633,37.4858800293,3
나눔초등학교.오뚜기식품.두산번,126.974605186,37.3918080644,3
인덕원초교.삼성아파트,126.9773075889,37.3978976368,3
화훼단지,127.0278614297,37.460041621,3
인덕원사거리.인덕원역,126.9764486032,37.4006920105,3
오뚜기식품.두산벤처다임,126.974021257,37.3918268494,3
KT연구개발센터정문,127.0300614035,37.4705515421,3
종로2가사거리,126.9877861534,37.5697641508,3
신봉초등학교입구,126.9466888379,37.4843352885,3
구암초등학교,126.9461583001,37.4891980721,3
은천동벽산블루밍아파트105동,126.9459380417,37.4894290616,3
은천동두산아파트3단지,126.9466771409,37.484466351,3
기아대교,126.9031349742,37.4394784023,3
가산동기점,126.8752357351,37.4852999247,3
한일유엔아이아파트,126.8761936011,37.4855396714,3
가산동종점,126.8751749959,37.4852875766,3
철산래미안자이아파트,126.8740555039,37.4739807745,3
광명시민회관,126.8650321906,37.4761554599,3
주공7단지,126.8683044188,37.480574143,3
철산9단지우체국앞,126.8709615296,37.4811601968,3
철산동13단지후문앞,126.8723870776,37.4806898895,3
철산우체국,126.8708789023,37.4813272733,3
광명시청.광명시민회관,126.8638333259,37.4763679601,3
뒷골사거리,126.8605894901,37.4155060235,3
호봉골,126.8800808364,37.4183585954,3
무의공이순신장군묘,126.8815876402,37.4211317357,3
충현중학교.광휘고등학교.오리서,126.881149775,37.4299282565,3
문배동이안아파트앞,126.9708301723,37.5388738903,3
오리서원.충현중학교.광휘고등학,126.8807910261,37.4298152508,3
이케아.롯데아울렛광명점,126.8839734548,37.4226666349,3
코스트코광명점,126.8876394799,37.4208718523,3
KTX광명역8번출구,126.8852094413,37.4151742468,3
뒷골,126.8593955756,37.4158472505,3
시흥3동주민센터앞,126.9034855549,37.4401758428,3
대영고등학교.신길센트럴아이파크,126.9048028036,37.5048746115,3
수리산역,126.9256951883,37.3490365159,3
주공1단지.무궁화아파트,126.936108457,37.3573171512,3
충무주공아파트,126.9359259372,37.3569634531,3
5단지아파트입구,126.9259955024,37.3511132915,3
수리산역.5단지,126.9256378542,37.3499285859,3
장미아파트,126.9312216862,37.3680458699,3
산본시장,126.9371790487,37.3700934018,3
13단지아파트입구,126.9345024088,37.3712450485,3
군포역,126.9457951638,37.3528684292,3
kt연구소,127.030787491,37.471629072,3
군포1동행정복지센터.군포역,126.9464713154,37.3544096561,3
공동기기원,126.9544635257,37.4551203422,3
건설환경종합연구소앞,126.9498675493,37.4471447583,3
교수회관입구,126.9553034661,37.4560946505,3
동아아파트105동앞,126.9553175658,37.4905350049,3
우리슈퍼,126.9391692424,37.4725766058,3
난곡공영차고지,126.9189371062,37.4636206537,3
독산고등학교,126.9115854073,37.4772134658,3
가산디지털단지역입구,126.8859378379,37.482367972,3
사당역4번출구,126.9815605137,37.4755677926,3
독산1동한신코아,126.8880943492,37.456870661,3
독산사거리.한국전력구로금천지사,126.898172751,37.4724160226,3
디지털산업1단지,126.895112831,37.4841122819,3
구로두산아파트,126.890186078,37.488812971,3
남구로역6번출구,126.8884403265,37.4875706901,3
구로종합사회복지관,126.8889907013,37.4878669183,3
영서중학교,126.8922691035,37.4899603635,3
남부여성발전센터앞,126.9052359702,37.4627139906,3
종합운동장수영장.비산동교회,126.9499490836,37.4068661205,3
종합운동장정문,126.950053197,37.4055809854,3
행복마을아파트,126.9504019495,37.4070212178,3
새길어린이집.신풍역3번출구,126.9077421368,37.4993490639,3
대길초등학교,126.9122299547,37.4989948093,3
대방천사거리,126.9198166644,37.498522828,3
디지털3단지.월드벤처센터,126.8793674911,37.4789913197,3
목1동주민센터,126.8735591362,37.5297453242,3
양명초교.신서중,126.8556393638,37.5142868947,3
남명초교.신정3동주민센터,126.8550767754,37.5151242857,3
고척근린공원.고척도서관,126.8546909713,37.5045956055,3
동작대교(가상),126.9797314131,37.5049501051,3
여의교(가상),126.9279063591,37.5154401254,3
여의2교(가상),126.9113269399,37.5265027627,3
노오지JC(가상),126.7497278216,37.5559797035,3
방화2동청성아파트,126.8118413828,37.5665626083,3
양원초교.광영여고,126.8235012761,37.5391807845,3
광영고.신동아파밀리에아파트,126.8233623536,37.5392675406,3
일산IC(가상),126.8048902791,37.6386215874,3
통일로IC(가상),126.8766940161,37.6747238824,3
영등포방사선과,126.8953911685,37.5206770873,3
삼각공원,126.8926167062,37.501659869,3
래미안에스티지,127.0260101962,37.4930163269,3
외발산동기점,126.8214964458,37.5452472613,3
공항동지하도입구,126.8081451079,37.5590045354,3
구로구청후문,126.8880333105,37.4960367656,3
보라매역,126.9197406269,37.4997758765,3
금호아파트,126.8979297413,37.5187653468,3
유한공고.성공회대앞,126.8245889697,37.4889058941,3
항동중흥S클래스,126.8215054888,37.4810583495,3
이마트.강서소방서,126.8617151725,37.5576032293,3
가양역.현대아파트,126.8565633389,37.5603875036,3
항동하버라인2단지,126.8218431595,37.4813207113,3
성공회대학교유한공고앞,126.8250920899,37.4895527412,3
원각사입구,126.8294441863,37.5005205533,3
성우아파트,126.8200271207,37.4907478096,3
항동우남퍼스트빌,126.8194801304,37.4769772237,3
항동복합행정센터,126.8223219187,37.4795841491,3
푸른수목원,126.8245137666,37.4812209936,3
오남중학교,126.8370053136,37.4881753289,3
새소망교회,126.8190424217,37.4860612804,3
신트리공원.목동아파트11단지,126.8571570295,37.5139695088,3
신목동역2번출구,126.8823361793,37.5438682741,3
신목중학교,126.8723081476,37.5372781581,3
목동스카이아파트.목동3단지,126.8697664211,37.534031752,3
신트리공원,126.8579857963,37.5143790916,3
목동아파트1434동앞,126.8720417283,37.5155267068,3
현대아이파크아파트,126.8733474276,37.5209889513,3
목동14단지관리사무소앞,126.8721771164,37.5152182231,3
삼성아파트후문,126.8773515353,37.5180992077,3
화원중학교,126.8404358783,37.5378789634,3
가로공원공영주차장,126.8331268551,37.5366802273,3
이대서울병원,126.8345732722,37.5588296452,3
마곡수명산파크5단지6단지,126.8253111754,37.5515318119,3
마곡엠밸리15단지아파트,126.8266430864,37.5574466147,3
등촌3동대림아파트,126.8473823577,37.5622911678,3
마곡엠밸리14단지아파트,126.8265216238,37.5574397063,3
마곡수명산파크3단지4단지,126.8252596407,37.5516687036,3
강서연세병원,126.8755944161,37.5494009787,3
가양3동도시개발6단지아파트,126.8578895318,37.5629298254,3
가양2동강변아파트,126.85563388,37.5641750745,3
대림경동아파트,126.8531975563,37.5655709197,3
탑산초등학교 허준박물관,126.8517341008,37.5666784742,3
공항동주민센터,126.810623957,37.558786725,3
마곡역교차로,126.8284496878,37.559456261,3
오류2동주민센터,126.839657121,37.488921613,3
천왕이펜하우스2단지,126.837929755,37.4856686164,3
가양역.현대프린스텔,126.8564329524,37.5603165481,3
신방화역5번출구,126.8167099398,37.5674643759,3
마곡엠밸리6.7단지.마곡중학교,126.8219241388,37.5671764952,3
동아1차아파트102동,126.884133971,37.5107406847,3
대영중학교.신길센트럴아이파크,126.9037443461,37.503309783,3
영등포역후문,126.9078871672,37.5146118072,3
꼬추말,126.9061333417,37.5118664289,3
영등포동.영등포푸르지오아파트,126.9045503356,37.509829726,3
대영초중고,126.9041305397,37.5025209998,3
백신중학교.이마트,126.7834461168,37.6504829025,3
백석역(중),126.7860289913,37.6444736738,3
금계초등학교.이마트,126.7828805616,37.6496257289,3
신도중학교,126.9316713546,37.6333163494,3
폭포동.은평노인종합복지관,126.9311020568,37.6313647838,3
폭포동,126.9310176147,37.630701601,3
은평노인종합복지관.신도중학교,126.9315417225,37.6324606675,3
기자촌11단지앞,126.9326087808,37.6347050844,3
성산초등학교,126.9100787257,37.5536337402,3
새서울의원,126.9072644897,37.5511127825,3
가좌역,126.915396626,37.5679408681,3
광흥창역,126.9305936322,37.5475144884,3
가좌역1번출구,126.9152459122,37.5681928654,3
서서울농협홍대역점,126.9198885584,37.5563858832,3
서대문구청,126.9348383976,37.5791038617,3
연대앞,126.9351817073,37.5600993739,3
서부운수기점,126.9107578536,37.5813365733,3
서대문문화체육회관,126.9348333658,37.5808162987,3
백련산힐스테이트2차,126.9228428996,37.5903182418,3
백련산힐스테이트4차,126.922707725,37.5910854317,3
독박골.북한산래미안APT앞,126.9397679205,37.6105907687,3
독박골.북한산래미안APT,126.9396225651,37.6106865221,3
봉원동사거리,126.9465446068,37.5668745262,3
독립문역.서대문형무소역사관,126.9593699374,37.5731514316,3
송추반석전원교회,126.9771372071,37.7384732925,3
우남아파트,126.9756292653,37.721540759,3
푸르지오621동앞,126.9305530852,37.6484572203,3
아이파크708동앞,126.9268456686,37.6454105662,3
푸르지오604동앞,126.9300469907,37.6477358798,3
푸르지오614동앞,126.9314025466,37.6493274364,3
용사촌입구,126.8983285968,37.646558328,3
큰골입구,126.900740116,37.6469012564,3
용사촌입구.밥할머니공원앞,126.8996430101,37.6471596194,3
삼화연립,126.8148032636,37.6246872602,3
동명여고,126.9241163908,37.6160195864,3
수색역,126.8964116407,37.5816649831,3
이북오도청,126.9558929899,37.6130517492,3
교대역10번출구,127.0130353587,37.4935255647,3
사당롯데캐슬골든포레.사당해그린,126.962633921,37.4930551436,3
내방역1번출구,126.994755259,37.4880004271,3
마포세무서,126.9391507346,37.5470751716,3
선유중학교,126.8946222809,37.5320036684,3
당중초등학교,126.8910430223,37.5266181806,3
신촌한의원,126.931671,37.556828,3
현대홈타운.일산서구보건소치매 ,126.7737948995,37.6835038567,3
식사동,126.8101098347,37.6690164674,3
명지병원.달빛마을3단지,126.8335582424,37.6431692738,3
화정역.덕양구청,126.8309070002,37.6357217373,3
별빛마을8단지.롯데마트,126.8300899849,37.6316373724,3
화정역.롯데마트,126.8307299427,37.6328816576,3
덕양구청,126.8315540884,37.6372996931,3
명지병원.은빛마을5단지,126.8338866715,37.6432952607,3
양조장입구,126.8274109089,37.6581429876,3
식사삼거리.식사공단,126.8102538285,37.6692936258,3
홍제역4번출구,126.9431449484,37.5894241041,3
동명여고후문,126.9243431308,37.6133796523,3
불광초등학교,126.9309078421,37.6117462691,3
래미안922동앞,126.9213999404,37.6438769385,3
롯데캐슬820동앞,126.9214767022,37.6439920873,3
남가좌동현대아파트후문,126.9187490394,37.5744252556,3
탄현동문아파트,126.7673369754,37.6996431309,3
상신초등학교입구,126.9083371939,37.5966744272,3
주유소앞,126.8970905681,37.7216624922,3
난지천공원,126.8862740506,37.5741990255,3
구미동차고지앞,127.1060252056,37.3422919651,3
성우스타우스,127.1112254816,37.337885527,3
샛별마을.우방아파트,127.1274631363,37.3730085079,3
중앙공원.샛별마을.라이프아파트,127.1299049883,37.374772066,3
효자촌,127.1335226729,37.377336258,3
신한은행본점,126.9757104301,37.5611650717,3
동아우성아파트.효자촌.시범단지,127.1330445206,37.3773363283,3
중앙공원.샛별마을라이프아파트,127.1294308195,37.3748086244,3
중앙공원.샛별마을우방아파트,127.1261976862,37.3724872027,3
낙생농협,127.1098169459,37.3382068491,3
구미동차고지,127.1057640142,37.3418780169,3
은곡마을,127.0975775723,37.466854874,3
상업지역,127.1009129079,37.4668102759,3
강남신동아파밀리에2단지,127.1015383936,37.4646011083,3
두산위브아파트,127.0154225533,37.6190954636,3
현대백화점별관주차장,127.029078898,37.6075628915,3
백연공원,126.852489031,37.5512167331,3
하이웨이주유소,126.854313224,37.5544022778,3
훼미리마트,126.8549676478,37.5343920247,3
성심사,126.853905495,37.5336929405,3
태양마트,126.8538111237,37.5351709186,3
로미오이발클럽,126.853123239,37.5361372142,3
인헌초등학교,126.9589238899,37.4764564891,3
호암교수회관,126.958339868,37.4684369715,3
인헌아파트,126.9612852462,37.4680660471,3
사랑의병원,126.9564936111,37.4797278563,3
삼모타워앞,126.9284015569,37.4823540988,3
봉림교,126.9268094586,37.4836084337,3
신림역4번출구,126.9290200406,37.4840554178,3
오류중학교,126.84540412,37.5064979253,3
천왕이펜하우스5단지입구,126.8421878657,37.47930473,3
미래빌라,126.8423503068,37.4927737009,3
KEB하나은행,126.895766793,37.4849982335,3
미성아파트,126.8774198899,37.5058612674,3
현대우성아파트,126.8854946825,37.5116946043,3
구로1동주민센터.연예인APT,126.8761046555,37.4929547123,3
시흥동은행나무,126.9093192593,37.4507935899,3
24시편의점,127.0707202324,37.6614400008,3
수락리버시티2단지정문,127.0533825821,37.690210263,3
공릉천주교회,127.0761111213,37.626883854,3
대아아파트,127.0711133705,37.6229426601,3
정의여중고입구,127.0332251973,37.651056061,3
쌍문역.쌍문역골목시장,127.0342454284,37.6479695442,3
도봉중학교.서원아파트,127.0457687946,37.6712159749,3
한신아파트후문,127.0494915834,37.6838437402,3
한신아파트정문,127.0504180713,37.6864589121,3
달마사,126.9606942716,37.4996791172,3
유앤미아파트,126.9603184662,37.5009945289,3
중앙빌리지.동부센트레빌,126.9602765041,37.5017040408,3
은로초등학교,126.9609590012,37.5034673979,3
중앙대병원후문.흑석시장,126.9617396239,37.5069133941,3
동작상도국주도서관,126.9506490088,37.5063330008,3
대방역2번출구앞,126.9275391654,37.5129150083,3
상도역,126.948187,37.503414,3
상도2동주민센터,126.9417657395,37.5051468009,3
도시가스.두산아파트,126.9447261303,37.5051817496,3
대방교회,126.9230402931,37.5039977996,3
홍원사,126.9240783709,37.5039423176,3
영동슈퍼,126.9241049106,37.5028693967,3
범한택시,126.9239313984,37.5000652043,3
코오롱하늘채아파트,126.9238956551,37.4991741752,3
동작우체국,126.9244899313,37.4978124584,3
남성초등학교입구,126.976942056,37.4837201823,3
사당솔밭도서관,126.9670386428,37.4840201882,3
갑을명가,126.9666428891,37.4825321749,3
동작고교,126.9663716257,37.4818547894,3
동작고등학교,126.9662556654,37.4816800554,3
신동아상가,126.9514348233,37.508771104,3
이수시너스.이수역7번출구,126.9818641914,37.4838618293,3
당곡중.고등학교,126.9353476189,37.4930524234,3
갑을명가아파트,126.9345975049,37.4937065489,3
선재유통,126.9327583345,37.4946284645,3
빙수골공영주차장,126.9321131899,37.4952571097,3
백경세탁소,126.9307598517,37.4966212978,3
푸른초장교회,126.9300612128,37.4978260003,3
7호선신대방삼거리역2번출구.국민은행,126.9287056107,37.4987755244,3
방범초소,126.943748883,37.4941728747,3
청암대,126.9478992042,37.5357591704,3
우성아파트3동,126.9475563269,37.5361749771,3
우성아파트입구,126.9475330045,37.5379791854,3
S마트,126.9475649099,37.5386883148,3
샛별문방구.마포전철역,126.947598192,37.5398231139,3
가든호텔.삼성프라자,126.9493433774,37.540817833,3
열린마트,126.9515976369,37.5420942765,3
도화현대1차아파트111동앞,126.954380016,37.5411894975,3
도화현대1차아파트,126.9552512887,37.5404892918,3
